title,vector
Steel,"[-0.14023128, -0.36480045, -0.10857906, 0.00092515, 0.0604084, 0.32528728, 0.20132862, 0.20645292, 0.12674192, -0.06380068, 0.02403628, -0.11530445, -0.24516857, 0.03023974, -0.22054131, 0.0151697, -0.01377332, -0.07125416, 0.0120378, -0.12724398, -0.21521027, 0.12389985, -0.02220981, -0.10974716, 0.0686149, 0.10349137, 0.38574678, 0.34742165, 0.20741577, 0.2451069, 0.06933548, -0.01978686, 0.31711766, -0.1094453, -0.01808352, -0.05263544, 0.18629992, 0.08817698, -0.17087667, 0.01959051, -0.20466948, 0.27629304, -0.09345005, 0.0358732, -0.03562285, -0.15889664, 0.12303773, 0.0671702, 0.23500389, 0.00657032, -0.28828174, 0.06159249, 0.19410014, -0.15689172, -0.01199897, -0.07626884, -0.06240417, -0.11906003, 0.08546091, 0.0011038, 0.16444859, -0.3680113, -0.05183433, -0.03714453, 0.05129994, 0.0123399, -0.05491404, -0.05360095, -0.01172864, 0.06016532, 0.07231397, 0.09784837, 0.1806792, -0.12176217, 0.01925005, -0.18162866, -0.23827414, -0.31344718, -0.11952099, -0.27927583, -0.07010037, -0.12611559, -0.22225374, -0.18702112, -0.03803255, 0.13062595, 0.09202408, 0.26125038, -0.2702903, 0.30061945, -0.06791449, 0.02202713, 0.68031454, 0.24225137, -0.14138037, 0.10561771]"
One Small Hitch,"[0.02310693, -0.13985975, -0.04837686, 0.02714788, -0.01598551, 0.07879841, 0.23692697, 0.1141415, 0.14172176, 0.20098305, -0.13827991, -0.13692582, -0.22516316, -0.0190471, 0.0298343, -0.16537972, -0.09503485, 0.10018821, 0.06444413, -0.06679195, -0.05576206, 0.21937905, -0.08537015, -0.32795104, 0.22464201, -0.15176365, 0.57855415, 0.19136356, 0.11776245, 0.28191626, -0.09765297, 0.06082278, 0.38105884, -0.32513383, 0.13064708, -0.21976916, 0.11904126, -0.00206419, 0.04469896, 0.0807392, -0.31927693, 0.0503922, -0.22137284, 0.02861926, 0.18957768, 0.08138829, -0.01742013, 0.21575913, 0.20511378, -0.13681759, -0.32235175, 0.00236237, -0.06192949, -0.28411523, 0.03551125, -0.01897764, -0.2564028, 0.10564158, -0.05750158, -0.18628827, -0.02189004, -0.34783944, -0.2426794, -0.19905597, 0.22855794, 0.04654718, 0.26626363, -0.10924545, 0.11230469, 0.3824158, 0.15345128, 0.17151615, -0.02488147, 0.13107453, -0.18765387, -0.34285596, -0.22541411, -0.2708446, 0.0298044, -0.13910235, -0.12728566, 0.14927432, -0.36895284, -0.12581705, 0.14593013, 0.16552682, 0.01993424, 0.13415588, -0.26111308, 0.20961048, -0.09509524, -0.08684183, 0.36025056, 0.38186735, -0.16341978, -0.09255244]"
Identity Thief,"[0.15384008, -0.14880039, 0.23826064, 0.15989645, -0.03489766, 0.18013717, 0.3820741, -0.01118909, 0.13299319, 0.11920971, -0.16877438, -0.01241081, 0.08299265, 0.01553927, -0.20010413, -0.03380795, 0.00133762, 0.15045922, -0.12103576, 0.06946765, 0.01203544, 0.2518714, 0.05870676, -0.50539386, -0.0544911, -0.26419932, 0.34672728, -0.02458963, 0.33216894, 0.2156297, 0.20771408, 0.01654448, 0.46314672, -0.35912204, 0.02016818, -0.387474, 0.08509848, 0.08426726, -0.043936, -0.0376508, -0.0633878, 0.54138595, -0.05676308, 0.18668813, 0.12460037, -0.06541732, -0.03163104, 0.12232185, 0.20449555, -0.24702154, -0.38294098, 0.05863346, -0.05782574, -0.02679326, 0.10520044, 0.18146849, -0.25342456, 0.2010883, -0.40772387, -0.23089491, 0.36075038, -0.34129867, -0.06518977, -0.14026257, 0.38752455, 0.00760694, 0.16470197, -0.27135152, 0.30401123, 0.03942868, 0.11592279, 0.11069384, -0.05197729, -0.06640705, -0.36611757, -0.19783774, -0.21836321, -0.3395321, 0.05282616, -0.37939528, -0.10293204, -0.02353159, -0.09675515, -0.33494076, -0.09106532, 0.05640105, 0.3673156, -0.03339131, -0.34023568, 0.3061032, 0.01365938, -0.03825836, 0.18753865, 0.3199572, -0.37562737, -0.09015545]"
Dear Zindagi,"[-0.12172452, -0.49599344, 0.05936742, 0.10077518, 0.08875716, 0.65980643, 0.03767611, 0.39509827, -0.00611977, 0.10823739, -0.074867, -0.03308322, -0.30092442, -0.03618672, -0.25538117, 0.07497157, -0.07139786, -0.16239147, -0.06177516, -0.05279731, -0.40137166, -0.12499793, 0.17698748, -0.06791877, 0.42518923, 0.08381998, 0.38584444, 0.3411891, 0.46655962, 0.5219764, 0.31480622, 0.04044304, 0.2869404, -0.25501862, -0.15528424, -0.35186884, 0.37176555, 0.15039027, -0.33779222, -0.23944388, -0.16876896, 0.21019077, -0.25897294, -0.06967503, -0.05585959, 0.24408716, 0.09692246, -0.03602386, -0.05310135, 0.20654486, -0.50274867, 0.2955055, 0.26758578, -0.0019148, 0.02642464, 0.20089653, 0.03101441, 0.15775637, 0.19786532, -0.18433467, 0.06448682, -0.50321096, -0.01447997, -0.09415049, 0.22530411, -0.42482588, -0.1951453, -0.03896161, 0.0585883, -0.1833968, 0.33157402, 0.04412697, 0.42504215, -0.1378104, 0.19073512, -0.44806975, -0.40040198, -0.3336595, -0.00305769, -0.53693575, 0.1572292, -0.05985698, -0.34188607, -0.25093424, -0.00276529, -0.16859245, 0.14380564, 0.19685325, -0.4425923, 0.09536248, -0.09797493, 0.08247776, 1.0782802, -0.03292117, -0.05698373, 0.42270225]"
Pee-wee's Big Adventure,"[0.05387032, -0.20837997, 0.15714525, 0.20051947, 0.06996831, 0.2594363, 0.28667933, 0.01994051, 0.18061389, 0.06947473, 0.00947092, -0.04864025, -0.2860259, -0.26908368, -0.17086226, -0.02270189, 0.03690527, 0.37540987, -0.06407516, -0.04163765, -0.25460726, 0.17950004, 0.13787958, -0.2967453, 0.18888766, -0.20459045, 0.3703409, 0.08254249, 0.30466145, 0.0573438, 0.0169772, -0.29261902, 0.2872032, -0.17379835, 0.00143804, -0.210851, 0.36810446, 0.02592537, -0.07752512, 0.03932617, -0.28802145, 0.42183602, -0.06048697, 0.04466108, 0.04631131, -0.03193292, -0.298194, 0.18157166, 0.12977806, -0.03109236, -0.38084465, 0.26895168, -0.11260632, -0.3478754, -0.31699437, 0.26700634, -0.16585265, 0.05984479, -0.0660945, -0.01620125, -0.00584876, -0.37903467, 0.00543697, -0.31719583, 0.07154875, -0.03186461, 0.20378046, -0.02878405, 0.11117659, 0.02163694, 0.08384492, 0.28197426, 0.04500669, -0.2463711, -0.26247805, -0.1376513, -0.4337581, -0.35531977, 0.10166946, -0.21881457, -0.21577995, 0.00117884, -0.18950297, -0.11728246, -0.24291833, 0.24995741, 0.30085972, 0.16686735, -0.39393476, 0.35603565, -0.05635491, 0.07150578, 0.4865077, 0.30154228, -0.12441402, 0.06246114]"
Dracula: Prince of Darkness,"[0.1704814, 0.04197813, -0.22478296, 0.24551858, -0.02174742, 0.1806232, 0.28020298, 0.09074041, 0.28155202, 0.21199168, 0.06488623, -0.03619402, -0.35926703, -0.1390211, -0.18160518, -0.2792385, -0.25476208, 0.43585712, -0.01787547, 0.11895807, -0.43972704, -0.00176012, 0.0139918, -0.3519337, 0.2758062, 0.00576736, 0.3389096, 0.19921547, 0.23545116, 0.04820592, 0.12372022, -0.16804013, 0.4250718, -0.27537194, 0.21525352, -0.08993623, 0.1425359, -0.02973427, -0.13132448, 0.0488145, -0.17633978, 0.13564034, 0.05496909, 0.0236067, 0.11574968, 0.17095634, -0.05635906, 0.4419954, 0.1941887, -0.09085303, -0.5410298, 0.17125733, -0.05115874, -0.11294623, -0.11399073, 0.10165226, -0.10419623, 0.07712714, 0.10934943, -0.14446108, 0.17349887, -0.4888362, -0.03249216, -0.11826044, 0.29923752, -0.10514641, 0.2300691, -0.21466991, 0.1439027, 0.1413316, -0.03991428, 0.34293404, 0.21299286, -0.19721512, -0.14316063, -0.43970546, -0.29804268, -0.28886226, -0.00958893, -0.2002271, -0.27314982, 0.17644776, -0.34848297, -0.26525947, 0.07097569, 0.03982124, 0.05133748, 0.13006555, -0.40077856, 0.15678962, -0.19396476, -0.11066409, 0.3726698, 0.27521825, -0.10952342, 0.04440584]"
Human Capital,"[0.33644778, -0.22593477, 0.03655057, -0.0277386, 0.03610685, -0.28622702, 0.12961054, 0.20807454, 0.11381222, 0.28006956, -0.16047995, 0.02805887, -0.27825236, 0.18441896, -0.11786483, -0.10373946, -0.04441852, 0.42535603, -0.14238565, 0.17456926, -0.10424376, -0.02747139, -0.00637884, -0.5168057, 0.39270797, -0.40601915, 0.32351175, -0.1169752, 0.31171113, 0.48933962, -0.08588266, 0.10153912, 0.23554067, -0.17132159, 0.02157264, -0.24594752, 0.13514206, 0.20748128, 0.02545469, 0.23679237, -0.16109699, 0.14577858, -0.11555668, -0.11192874, 0.2463315, 0.31209874, -0.08064507, 0.3581721, 0.38804328, -0.19667734, -0.46993434, 0.05952695, 0.08794802, -0.16039842, -0.16562602, 0.14952673, -0.30513573, -0.25356784, 0.16679876, -0.42563617, -0.07547384, -0.52071387, -0.04574237, -0.40312, 0.06987646, 0.00887899, 0.45810306, -0.29668257, 0.2728047, 0.3857267, 0.41793543, 0.29805696, -0.21271078, -0.23958696, -0.25965217, -0.14618379, -0.16191083, -0.46243933, -0.07622182, -0.18763702, -0.12485176, -0.0827518, -0.11839201, -0.19218093, 0.10724041, -0.0986302, 0.23287095, 0.08553491, -0.42046353, 0.1755583, -0.20706074, -0.17703503, 0.47069645, 0.28796875, -0.17460282, 0.05175962]"
North by Northwest,"[-0.11572912, -0.45579135, 0.09807716, 0.212555, 0.10207551, 0.5465996, 0.19633794, 0.30453774, -0.03274329, 0.05331133, 0.23417419, -0.16978016, -0.29330152, 0.12973447, -0.14418502, 0.26254988, 0.12050804, -0.19279432, -0.36037865, 0.22859523, -0.13947451, 0.20001197, -0.2809153, -0.04501463, 0.40687475, 0.18275656, 0.6184158, 0.2357063, 0.26830158, 0.39231387, 0.25928795, -0.17120054, 0.37885725, -0.13508323, 0.00120159, -0.15705319, 0.2608177, 0.2388444, -0.16734862, -0.12456722, -0.1637211, 0.4462046, -0.06230135, -0.03377377, 0.17887938, -0.07468907, -0.24907637, -0.03261848, 0.17583555, -0.13680635, -0.25041422, 0.43652904, 0.11569476, -0.5279223, -0.36972058, 0.21169974, 0.2097281, 0.37092343, -0.44157973, -0.17555794, -0.25769642, -0.4509244, -0.11929745, -0.00806529, 0.17539293, -0.17051265, 0.23253706, 0.1231645, 0.2991429, -0.2635872, 0.24447285, 0.10984327, 0.34091997, -0.33151585, -0.17202897, -0.6343578, -0.41320828, -0.6137554, -0.01509553, -0.71834254, -0.16543204, -0.15959059, -0.18223195, -0.3598703, -0.04068011, -0.08439117, 0.5407908, 0.12549154, -0.30338466, 0.5003925, -0.29875442, 0.41882235, 0.5302726, 0.29389387, -0.5440617, 0.16050406]"
Robin Hood: Prince of Thieves,"[0.0765938088, -0.317244351, -0.345026612, 0.193034306, 0.0394974686, 0.222374812, 0.163665548, 0.111549906, 0.250098586, 0.114299297, 0.166577324, -0.0119248759, -0.38214922, -0.161800355, -0.199169457, -0.137012213, 0.0463665798, 0.15633361, -0.0996656567, 0.0364033505, -0.30283922, 0.226857245, -0.0328251272, -0.250322193, 0.309059441, 0.134808511, 0.418285221, 0.177550346, 0.31113407, 0.198761463, -0.263710618, -0.154869869, 0.31005615, -0.0223455615, -0.00857539102, -0.208405554, 0.0498768315, 0.0669681355, -0.179998949, -0.0320952423, -0.308825493, -0.144988388, -0.119711787, -0.018686641, -0.0734337047, 0.13593936, 0.112969026, 0.186180457, 0.190598011, 0.102969222, -0.361443311, 0.197778374, -0.0782765001, 0.104770742, -0.229782552, -0.111108117, -0.0191847123, -0.000217944384, 0.179053813, -0.0406171642, 0.0161499921, -0.51104629, -0.0222132429, -0.313551098, 0.0769989938, -0.161169156, 0.172048599, -0.147503242, -0.0776027143, 0.244487122, -0.00473051006, 0.387588769, 0.260321528, -0.177320257, 0.0518304966, -0.283345222, -0.326749444, -0.173812568, -0.0879608244, -0.147192031, 0.140390903, -0.116011985, -0.210513249, -0.195227131, -0.140424356, 0.175498977, -0.17521736, 0.0813088045, -0.252760947, 0.288053483, -0.0886872858, 0.0188659504, 0.58728379, 0.239071578, -0.119108588, 0.185092345]"
The Odd Couple,"[0.102092467, -0.416217953, 0.0745872259, -0.0223628543, -0.113290675, 0.241242677, 0.295695275, 0.0386838764, 0.108849727, 0.195206761, 0.154008493, -0.112398349, -0.432453096, -0.0791867375, -0.126161933, -0.135742068, 0.115501441, 0.147522897, 0.112764515, -0.0172181167, -0.248117775, 0.0645691678, -0.00682105357, -0.190718994, 0.036527086, -0.0458690524, 0.333039314, 0.231106073, -0.0353221782, 0.21646668, -0.10443607, 0.186868101, 0.382235438, 0.0909897089, -0.0996052697, -0.0507857464, 0.0538033657, -0.0827227011, 0.165516123, 0.321126252, -0.0343241319, -0.0339207947, -0.133044049, -0.0310455598, 0.240403563, 0.145733908, -0.0126693267, 0.0984080583, 0.474943161, 0.0392035507, -0.372619241, 0.133696869, -0.207144961, -0.205102459, -0.186670601, 0.0752105415, -0.196836963, -0.26184535, 0.313347191, -0.0544530973, 0.0572526865, -0.457131982, -0.0658356994, -0.102474414, 0.118871935, 0.0426746942, 0.277945042, -0.282874584, 0.188016221, 0.173544034, -0.000137039591, -0.0634327531, -0.345478773, -0.0529629812, -0.0696507022, -0.263539851, -0.325916529, -0.41567263, 0.0582947321, -0.168720588, -0.143095732, 0.00348750013, -0.206961602, 0.125839472, -0.0406631678, 0.120562911, 0.00816962775, 0.155266121, -0.0140539249, 0.345759988, 0.0317402631, -0.0524436347, 0.429856092, 0.249176055, -0.260650039, -0.00280207139]"
High Spirits,"[-0.03857244, -0.2470119, -0.08301922, 0.21415594, -0.06839669, -0.03850794, 0.288262, 0.17847905, 0.06451656, 0.13774097, -0.13217048, -0.03683315, -0.12443603, -0.05763211, -0.19358857, -0.16700636, -0.12023406, 0.32320905, -0.07606929, 0.01605858, -0.17206493, 0.09551477, -0.08694001, -0.29195726, 0.26592815, 0.01738062, 0.53408056, 0.27511337, 0.13219818, 0.13573934, -0.11053557, -0.06782499, 0.36023623, -0.31458464, 0.00882326, -0.28732193, 0.0340006, -0.03579814, 0.14456849, 0.15864757, -0.15379338, 0.14807753, -0.01387212, 0.01810045, 0.19389689, -0.19282168, 0.17665333, 0.2435389, 0.21306835, -0.1379943, -0.3174354, 0.3675889, 0.01912597, -0.13135643, -0.09983559, 0.15156312, -0.24047017, 0.21075617, 0.0078214, -0.07040021, 0.13307258, -0.22036421, -0.13683474, -0.21049938, 0.21532317, -0.06251747, 0.44410425, -0.18546574, 0.12527445, 0.16327496, 0.10537247, 0.24531241, -0.05677053, 0.01538777, -0.14079459, -0.1014637, -0.3231169, -0.37491232, -0.12346748, -0.1667622, -0.22645591, 0.20457736, -0.30231652, -0.14825043, 0.06875096, -0.02901623, 0.11103105, -0.07976375, -0.24697363, -0.04623906, -0.22514702, -0.04783176, 0.3447911, 0.26947984, -0.20471527, 0.07295475]"
Tron,"[0.12591463, -0.28802279, 0.090237416, 0.083099283, -0.01390413, 0.23081228, 0.30944625, 0.17386247, 0.12584396, 0.27640024, 0.048316833, 0.26467937, -0.39829057, -0.076963104, -0.11746069, -0.31228024, -0.21030337, 0.1531872, 0.20817173, 0.00023230886, -0.25697842, -0.072279826, -0.16369754, -0.31310815, 0.33138487, 0.10042744, 0.56850809, 0.18708187, 0.29797494, 0.33227921, -0.15859188, -0.10560583, 0.43860775, -0.012987614, -0.1552806, -0.22925033, 0.20606895, 0.30528811, -0.088883564, -0.20973513, -0.13765138, 0.10130607, -0.18597203, 0.14751334, -0.085613906, 0.0072334274, 0.22226341, 0.24193509, 0.14430784, -0.2122532, -0.49870759, 0.052216128, 0.28262755, 0.010465063, -0.2401427, 0.054768208, -0.068172142, 0.091148809, 0.21652013, -0.20202015, -0.03218269, -0.48256096, -0.065160364, -0.17042913, -0.0010903232, -0.041683871, 0.21429098, -0.17435211, 0.13082452, 0.148733, 0.24292091, 0.24513595, 0.25573528, -0.19848318, -0.32792374, -0.32499212, -0.47204489, -0.23258701, -0.16811968, -0.26615727, -0.13846104, 0.17158531, -0.35611492, -0.21608588, 0.013488403, 0.083843015, 0.16098972, 0.0019267172, -0.35856432, 0.23671356, -0.14638914, -0.012982415, 0.45893967, 0.094985932, -0.16524203, 0.19002238]"
Raging Bull,"[0.00859172, -0.09702677, -0.1666119, -0.02204486, -0.0858942, 0.08246912, 0.3966774, 0.10490087, 0.23419902, 0.20003751, 0.21560581, -0.08590302, -0.23360959, -0.04271749, -0.10959735, -0.22400597, -0.07436487, 0.14292368, 0.05405916, -0.0056811, -0.09220137, 0.240661, 0.11906002, -0.32929006, 0.03863317, 0.02491617, 0.23182899, 0.15954478, 0.08306013, 0.19775009, -0.00147511, 0.18208754, 0.3375145, -0.27113602, 0.09178457, -0.1646754, -0.00772797, -0.05914447, -0.05813526, 0.05757651, -0.25472257, 0.16715595, -0.08633239, 0.10691527, 0.06929412, -0.00433682, 0.03880341, 0.38175687, 0.18135087, -0.17007603, -0.22575921, 0.23949419, 0.01898429, -0.13172413, 0.00060369, -0.17462105, -0.1835143, 0.04626688, 0.10846262, 0.02103996, 0.06148639, -0.3468918, -0.06569576, -0.22559395, 0.2387693, 0.08668123, 0.11978773, -0.12906024, 0.05466408, 0.19581886, -0.01868683, 0.1489581, 0.04941735, 0.05211896, -0.26194832, -0.33069116, -0.28097814, -0.12141541, -0.012111, -0.16958636, -0.247204, -0.07752898, -0.4059514, -0.22185256, -0.00326821, 0.25010338, 0.17447016, 0.15851805, -0.10494528, 0.3025708, 0.01576491, -0.03483555, 0.42099014, 0.25665072, -0.34831396, -0.13372664]"
Desperately Seeking Susan,"[0.3728226, 0.05452052, -0.18719395, 0.02133921, 0.11827874, 0.1789718, 0.29176274, 0.10508548, 0.2967209, 0.2245842, 0.10811768, 0.01988997, -0.42366657, -0.00826765, -0.15266459, -0.12877834, -0.16458793, 0.2165961, 0.11347685, 0.00436398, -0.26182625, 0.07267052, -0.00095192, -0.2549826, 0.19881545, -0.07083868, 0.59051424, 0.09556693, 0.26227593, 0.20558982, -0.05424653, -0.05560289, 0.3358898, -0.13623998, -0.00744051, -0.2063054, 0.16442756, 0.27108964, -0.04967375, -0.11724314, -0.10032079, 0.01260317, -0.13200884, -0.09496661, 0.09984499, 0.19191182, 0.03426742, 0.3482186, 0.24017411, -0.02139453, -0.40337425, 0.06074547, 0.05908934, -0.20495951, -0.27365097, 0.07273299, -0.13556099, 0.07180436, -0.00723264, -0.18756203, -0.048352, -0.50895727, -0.05839261, -0.09353986, 0.13660352, 0.01903934, 0.13058142, -0.20080842, 0.0883517, 0.18350086, 0.06571461, 0.12657902, 0.05215468, -0.20846672, -0.27142903, -0.39306474, -0.2833165, -0.2773702, 0.00223688, -0.25175807, -0.1473332, 0.11439228, -0.2986264, -0.30679578, 0.11673223, 0.18139142, 0.079707, 0.05116558, -0.14751446, 0.23454583, -0.19474633, 0.03332201, 0.28321368, 0.24103913, -0.18866552, -0.00837456]"
The Adventures of Pluto Nash,"[-0.12513559, -0.30884752, 0.01774265, 0.09961929, -0.08525409, 0.17406636, 0.25584897, 0.0159816, -0.0101095, 0.32238716, -0.07505759, 0.04644023, -0.09432308, 0.02427509, -0.21977644, -0.2523979, 0.01809691, 0.21752283, 0.0206096, 0.00187465, -0.21792105, 0.2566801, -0.14343989, -0.19230524, 0.05362312, -0.08631444, 0.50200653, 0.2642806, 0.27205768, 0.19215278, 0.03320819, 0.10197762, 0.36110076, -0.25896055, 0.02111494, -0.20056099, 0.08885437, 0.0144885, -0.00259593, -0.08029083, -0.14508957, 0.42409867, -0.18810035, 0.06362272, 0.04348305, -0.02330872, 0.04946478, 0.05756483, 0.20011738, -0.02172572, -0.42867336, 0.02550374, -0.06100368, -0.00227533, -0.02115287, -0.05765478, -0.2000972, 0.32849395, -0.10994345, -0.10535023, 0.18157624, -0.3811421, -0.16025262, -0.22925586, 0.05502911, -0.02850145, 0.26569027, -0.23033029, 0.2129463, 0.09455377, 0.21202236, 0.16985802, 0.14725539, 0.09007861, -0.27003992, -0.34615391, -0.3089826, -0.2764931, -0.1563141, -0.4324727, -0.0941327, 0.07423288, -0.23039237, -0.20948216, -0.14172105, 0.08830282, 0.23212779, -0.01281251, -0.29824302, 0.42813063, -0.04271493, -0.02472824, 0.5459528, 0.22094, -0.25348336, -0.01865148]"
Stella,"[-0.041857462, -0.34903902, -0.2012701, 0.021102177, -0.070408046, 0.4804441, 0.26938319, 0.29899594, -0.029245697, 0.28046677, 0.17393905, 0.11113632, -0.36897516, -0.24901786, -0.20899373, -0.12032194, 0.13743475, 0.15856013, 0.0028185707, -0.24263845, -0.11447243, 0.22396031, -0.19790122, -0.18092135, 0.13405707, 0.02915635, 0.33889121, 0.33105257, 0.028328748, 0.32638967, -0.25265118, -0.050918754, 0.17105724, 0.13029112, -0.058787379, -0.11821078, -0.13751072, -0.073052026, -0.079252951, 0.091734163, -0.17185423, 0.0039243698, -0.34587052, 0.1331581, 0.078845844, 0.045798343, -0.10431509, 0.4530077, 0.30962595, -0.068718418, -0.16825794, -0.0884635, 0.018663762, -0.17382567, -0.011000731, -0.059223808, -0.19627212, 0.058046397, 0.22947988, -0.055735335, -0.080889598, -0.2642442, -0.052424457, 0.019637588, 0.11123124, -0.00025462531, 0.150921, -0.18247145, 0.12944683, 0.10766162, -0.034655098, 0.024023768, 0.073896721, -0.05749885, -0.14782523, -0.15538654, -0.41783327, -0.034433097, -0.10307556, -0.20425245, -0.11962848, -0.15673639, -0.18866965, -0.047326181, 0.092368856, 0.17894372, -0.010537789, 0.11313525, -0.27843058, 0.46100363, -0.10549064, -0.060390595, 0.69453931, 0.31164563, -0.22640668, 0.15049504]"
This Boy’s Life,"[0.306459069, -0.252409846, -0.0357841142, 0.05092448, -0.0420096368, 0.103838302, 0.295582861, 0.0476138927, 0.177352384, 0.175408989, 0.0500834696, -0.0609860197, -0.252992481, -0.0213723183, 0.0372290015, -0.236049831, -0.088796258, 0.113872461, -0.0184579976, -0.0375773236, -0.0907176957, 0.117589884, 0.0428438857, -0.357241929, 0.308274478, -0.163417339, 0.490155369, 0.0691884384, 0.0833450928, 0.285278767, -7.90292324e-05, 0.0144541059, 0.326078564, -0.299042881, 0.0726523995, -0.144032627, 0.129358515, -0.00256344187, -0.00528296968, 0.0568352714, -0.183931157, 0.198975265, -0.199583396, 0.117762893, 0.106903605, 0.251917511, 0.0102624735, 0.336458802, 0.18652992, -0.121149063, -0.399430513, 0.111143336, 0.0385288522, -0.134624645, -0.0411446691, 0.19111377, -0.292457461, 0.0534268618, 0.0925356746, -0.17492938, -0.193318829, -0.374486625, -0.181509942, -0.0657429323, 0.162694052, 0.0471754558, 0.124730535, -0.13486959, 0.0802339762, 0.312374473, 0.0858040228, 0.224980697, -0.138183266, -0.136923075, -0.263158113, -0.271508306, -0.315653563, -0.163711458, 0.143901303, -0.256043822, -0.263587892, -0.0281841196, -0.360072106, -0.0791357681, 0.0771360919, 0.279060245, 0.0683227852, 0.110446349, -0.234275132, 0.202052817, -0.145418927, 0.0124918735, 0.288046539, 0.303366482, -0.300870895, -0.0564858802]"
"Jeff, Who Lives at Home","[-0.0944083557, -0.258825779, -0.023591524, -0.0875493884, 0.0477475151, -0.165157065, 0.331252277, -0.0156360734, -0.186277658, 0.0387068726, -0.165939003, -0.0732839927, -0.0159850772, -0.0821058825, -0.319523156, -0.0959576517, -0.0690950155, 0.468383014, 0.156154558, -0.103487633, -0.104459949, 0.353019476, 0.171942279, -0.358525783, 0.413374424, -0.167804897, 0.154558614, -0.0869131908, -0.0748229027, 0.0979721993, -0.0363165215, 0.127367973, 0.395148456, -0.154682904, -0.0583371073, -0.461036116, 0.144896895, 0.153615803, -0.230352655, -0.103636988, -0.0729189739, 0.276103109, 0.017394824, 0.174383909, -0.173362017, -0.0217434336, -0.128154993, 0.5075894, 0.208635122, -0.0584462658, -0.558274746, 0.267360479, 0.0803226307, -0.0910796076, -0.23677437, -0.131746754, 0.0143254353, 0.175398856, 0.16767545, -0.275126874, 0.273267925, -0.323025942, 0.170495912, -0.0938511565, 0.0308861639, 0.0967821032, 0.117914945, 0.00190677028, 0.119859293, 0.152396873, 0.155498788, 0.299806386, 0.000196688881, -0.197820023, -0.420323163, -0.158722073, -0.350698531, -0.0498571731, -0.116663754, -0.285497457, 0.0208432525, 0.0598643422, -0.255932659, -0.191826165, -0.182181835, 0.105222918, 0.327202141, 0.218804181, -0.146000013, 0.552753627, 0.0328916237, 0.00156202668, 0.542046845, 0.211160243, -0.283370942, 0.126420453]"
Club Paradise,"[-0.03874477, -0.36091104, -0.07774464, 0.14004326, 0.0023863942, 0.11119879, 0.55980456, 0.17034723, 0.1010071, 0.16899492, -0.27617747, 0.09631595, -0.21978003, -0.16680613, -0.010454355, -0.26548833, -0.12068882, 0.27008152, -0.054975349, 0.014492684, -0.21934047, 0.098582506, -0.03128013, -0.39333719, 0.20137152, -0.14016277, 0.32830045, 0.21266668, 0.056506481, 0.17494284, -0.033207364, -0.097499505, 0.1358313, -0.066443533, -0.065239817, -0.11919864, 0.16203004, -0.011095459, -0.074596398, -0.11516229, -0.12609985, 0.42908761, -0.27985689, 0.069303967, 0.092712715, 0.056374032, 0.030119335, 0.22795382, 0.066742703, -0.13284722, -0.173507, 0.07425306, 0.13512816, -0.23464531, -0.08656615, 0.032543119, -0.18098828, 0.023229886, 0.032704011, -0.12490353, -0.034136884, -0.29439375, -0.089753069, -0.40589806, 0.26107946, -0.090371624, 0.43251544, 6.4129461e-05, 0.13391766, 0.25537768, 0.12937061, 0.14026509, 0.016702991, -0.029294325, -0.17663375, -0.16510773, -0.50986886, 0.023133064, -0.094287537, -0.22640197, -0.37156042, 0.19481394, -0.18149947, 0.12186361, 0.078329422, 0.20157203, -0.036156241, 0.14730416, -0.49970183, 0.25469357, -0.15109089, -0.036254562, 0.58618504, 0.29693481, -0.2097277, 0.092485763]"
The Nice Guys,"[0.122762479, -0.174960077, -0.100299925, 0.14175202, 0.111023866, 0.144787222, 0.168595046, 0.125800654, 0.06171377, 0.0514437743, 0.106057316, 0.130757019, -0.404921591, -0.28168869, -0.125409812, -0.0639098287, -0.328654021, 0.254490167, -0.350787312, -0.200506613, -0.597621202, 0.0581799224, 0.153788999, -0.235914409, 0.502173364, -0.0316492505, 0.53934288, 0.00849210937, 0.476806879, 0.511435032, 0.18620491, -0.0646923408, 0.115156822, -0.195916221, 0.0387870818, 0.0211725924, 0.194030881, 0.275850356, -0.151280403, 0.222565427, -0.512640119, 0.105994679, -0.156729862, 0.240169778, -0.103046678, 0.124259792, -0.23786433, 0.0529218465, -0.253038645, 0.102567017, -0.198667094, 0.25057584, 0.0977005959, -0.24219583, -0.241123989, 0.393158585, -0.0778561383, 0.452323139, -0.00211891672, -0.0405014977, -0.28607136, -0.363146156, -0.15389283, -0.528370738, -0.00858608074, -0.245421097, 0.04838714, 0.106795527, 0.147089422, -0.134289399, 0.102034479, 0.46021679, 0.12580578, -0.333713293, -0.0429260172, -0.508727014, -0.429971159, -0.238809079, -0.0505991951, -0.365209997, 0.080352135, -0.147851795, -0.2648848, -0.274853081, -0.114025533, 0.0684532747, 0.162605464, 0.177982017, -0.371252447, 0.463231862, -0.091609627, 0.000597306644, 0.811853945, 0.242428467, -0.221633732, 0.18957445]"
