title,vector
Major League,"[-0.00057651, -0.27619246, 0.07896855, 0.14477852, -0.25423056, 0.10756658, 0.348982, -0.01663638, -0.04438875, 0.23204477, 0.16246203, 0.02830175, -0.21875903, -0.18631268, -0.15998998, -0.05908962, 0.02060246, -0.01351286, 0.07854775, -0.04443108, -0.12624283, 0.048381, -0.17514196, -0.13571094, -0.09267147, 0.05692514, 0.29541874, 0.28354335, 0.06341673, 0.14100361, -0.00303512, 0.20477928, 0.41448367, -0.12069802, 0.16846786, -0.35114956, -0.01606746, -0.20878659, -0.02698247, 0.20505126, -0.05820785, 0.18309203, -0.03461381, 0.17125995, 0.10814525, -0.08248643, 0.18541172, 0.21021086, 0.24823044, -0.04556964, -0.4125223, 0.07302381, -0.05494586, -0.2800415, 0.07232809, 0.17513292, -0.11266952, 0.12625334, 0.05956997, -0.06964559, 0.27684784, -0.2631463, 0.02513474, -0.10441213, 0.08564977, -0.13233648, 0.17257804, -0.21735702, 0.264596, 0.13285169, -0.03657236, 0.02319656, -0.03551497, 0.05618928, -0.20944965, -0.16387598, -0.18420511, -0.35427365, -0.11461208, -0.16189367, -0.15916637, 0.13174926, -0.3172374, -0.07286482, -0.01448252, 0.20008375, 0.00396226, 0.07740496, -0.23993914, 0.1641723, 0.05458713, -0.2115558, 0.4880604, 0.2886776, -0.32741323, 0.1498334]"
The Double Hour,"[0.406326771, -0.191950664, 0.0372227468, 0.184085965, 0.00507532805, 0.209851548, 0.127883732, 0.211907357, -0.0938547775, 0.175326943, 0.201994225, 0.0247255377, -0.397453487, 0.0127990572, 0.0937712938, -0.079196088, -0.0495945215, 0.15609841, -0.139352053, -0.0174762458, -0.0110502988, 0.197326109, 0.235427186, -0.377187759, 0.268055528, -0.229219019, 0.257315516, -0.0837542638, 0.270560175, 0.352725327, 0.0101040294, -0.0648939088, 0.232058287, -0.417648196, 0.0396388136, -0.218272626, 0.0202323496, 0.0671618581, 1.44533205e-05, 0.445974976, -0.238487914, 0.284416229, -0.0892143473, 0.166894674, 0.215670556, 0.158961326, -0.188989401, 0.256868571, 0.0235148892, 0.00573038915, -0.297020465, 0.237687141, -0.157658368, -0.371224791, 0.029838182, 0.347829938, -0.208954766, 0.181714013, -0.268246949, -0.0159446001, -0.167754024, -0.205401272, -0.299791604, -0.348474324, 0.191247597, -0.151514292, 0.148939654, -0.215790942, 0.41390726, 0.0207708552, 0.212410152, 0.347332835, -0.197099149, -0.0847057253, -0.211423248, -0.322062582, -0.252514988, -0.316306829, 0.128579438, -0.193726137, -0.206096798, -0.233607158, -0.498756617, -0.210563749, -0.198005244, 0.10672009, 0.345098406, -0.0664996877, -0.118211411, 0.032321021, -0.123447806, 0.0978859738, 0.285523087, 0.338189721, -0.355299473, 0.0429079346]"
10 Items or Less,"[0.06245521, -0.16009855, -0.07211591, -0.00586386, -0.04782974, 0.15384945, 0.38417858, -0.00590551, 0.12169903, 0.39271536, -0.13071793, 0.00210597, -0.23074904, -0.10795499, -0.24746169, -0.23131943, -0.26512307, 0.19817597, 0.14051212, 0.08569099, 0.02367834, 0.18582933, 0.05779139, -0.4143598, 0.24163328, -0.06772759, 0.3960374, 0.14746547, 0.21718146, 0.16338858, -0.09397144, -0.01308123, 0.30435488, -0.24016201, 0.01589008, -0.07344142, 0.1298241, 0.01602397, -0.03836726, -0.18073072, -0.12939273, 0.33521837, -0.29976955, 0.183379, 0.11365543, -0.014852, -0.09569722, 0.24344087, 0.16972326, -0.19863988, -0.45047128, -0.04056088, 0.2047419, -0.16336364, 0.0107907, 0.00824435, -0.21227138, 0.18763489, -0.17183585, -0.23515198, 0.07074302, -0.19878177, -0.21166356, -0.24346988, 0.27605444, -0.05916985, 0.257007, -0.07349133, 0.3577095, 0.23738322, 0.06687709, 0.13594145, 0.23173527, 0.00810836, -0.27020964, -0.41418025, -0.31360668, -0.19952625, -0.02805909, -0.3393853, -0.10007297, 0.20476942, -0.31535885, -0.24418452, 0.11722987, 0.2147263, 0.18057029, 0.02918484, -0.4008832, 0.33215168, -0.14564413, -0.06797859, 0.22154655, 0.34452122, -0.26966918, 0.00105912]"
The Curse of the Were-Rabbit,"[0.06769775, -0.25136223, -0.00955425, 0.17685577, 0.09588666, 0.32903123, 0.10862838, 0.09969981, 0.16392925, -0.04001521, -0.04610667, -0.02256718, -0.24831662, -0.16761293, -0.14896432, -0.0583756, -0.14531155, 0.08619968, -0.29964873, -0.08146886, -0.15506217, 0.40510678, 0.02674084, -0.28519902, 0.17259045, -0.06747634, 0.5989505, 0.10893943, 0.319735, 0.1217193, 0.19872814, -0.14556703, 0.12059416, -0.23269203, 0.00920869, -0.23570506, 0.21901289, 0.04898465, -0.04975688, -0.182899, -0.42347804, 0.31942445, -0.02655301, 0.22230546, 0.125097, 0.07107554, -0.16118534, 0.13271996, -0.03849953, 0.1445876, -0.4755655, 0.30558902, -0.02643315, 0.01743986, -0.3058336, 0.18687145, -0.08751079, 0.25631934, -0.15198386, -0.13914658, -0.02332278, -0.4448343, 0.04082334, -0.19424362, 0.13127747, -0.21650413, 0.20320567, -0.14708431, 0.08762554, 0.06534798, 0.11920512, 0.32796773, 0.23800786, -0.1382827, -0.19197434, -0.35845864, -0.32772452, -0.2921196, 0.10036983, -0.39977413, -0.17059965, -0.00914226, -0.25783816, -0.11196401, -0.00812691, 0.18590918, 0.24000701, -0.00916971, -0.50595295, 0.30330533, -0.15111321, 0.03917072, 0.5313052, 0.3372398, -0.40588564, 0.16126086]"
Detective Dee and the Mystery of the Phantom Flame,"[0.00152638, -0.4498892, 0.14646395, 0.08894024, -0.1447189, -0.03434955, 0.3182262, 0.19794923, -0.048394, 0.21566358, 0.03783194, -0.03678706, -0.12811734, 0.0147197, -0.17088145, -0.12952127, -0.11645027, -0.01809963, 0.12692356, 0.18586016, -0.1871925, -0.00499585, -0.31922147, -0.41369793, 0.28624365, -0.16597196, 0.56151986, 0.27029973, 0.32501602, 0.31946132, -0.13285702, -0.00070942, 0.40853167, -0.39564756, -0.2656398, -0.23136757, 0.06515937, 0.27581704, -0.04071975, 0.22566251, 0.13088053, 0.12848556, -0.32122296, 0.12092585, 0.20251451, 0.09904779, -0.07312116, -0.00558772, 0.17525241, -0.07916098, -0.52351266, -0.05387547, -0.17024851, -0.05259614, -0.21193658, 0.36414954, -0.15911755, 0.18410668, -0.23839244, -0.10059267, 0.10792252, -0.41194746, -0.13073307, -0.5582947, 0.38363564, -0.2995372, 0.41919985, -0.1095387, 0.42833817, 0.41778734, 0.13965939, 0.11602478, 0.06112001, 0.02282074, -0.09188013, -0.15726016, -0.37883112, -0.5111451, 0.03251688, -0.18501787, -0.20771514, 0.26422584, -0.3270066, -0.04905291, 0.21529756, -0.09918752, 0.06303767, -0.01826251, -0.61577696, 0.21722089, -0.17935093, 0.06751581, 0.35249868, 0.274376, -0.22835693, 0.30397388]"
Airport 1975,"[0.10746789, -0.2643494, 0.1428437, -0.0780713, 0.07317533, 0.18223576, 0.22792928, 0.14631388, 0.14064504, 0.1518184, -0.03382773, -0.06399677, -0.3041461, 0.05710012, -0.0554872, -0.19705899, -0.03119373, -0.02451221, -0.00443819, -0.1498633, -0.16387346, 0.17920977, -0.10849344, -0.2005823, 0.20572567, -0.06118813, 0.1863476, 0.18437906, 0.35105422, 0.16788977, 0.21986887, -0.12092359, 0.50170267, -0.05172755, 0.19181009, -0.00729063, 0.2430787, -0.20467748, -0.12268337, 0.04575403, -0.38265973, 0.16683441, 0.11463279, 0.0372369, 0.05177666, -0.15604082, 0.03331578, 0.2019657, 0.03887672, -0.17896192, -0.5162873, 0.3464508, 0.19120985, -0.2277265, 0.07105757, 0.10272017, -0.02009618, 0.05688001, -0.12323898, -0.21027568, 0.01948037, -0.42592442, -0.00442743, 0.05749165, -0.00198822, 0.04072916, 0.08891907, -0.41444638, -0.09965087, 0.2061674, 0.14671145, 0.11124895, 0.15771005, 0.0097395, -0.20675707, -0.20330153, -0.04973901, -0.33175427, -0.08503398, -0.3825959, -0.08423659, 0.04630368, -0.43961784, -0.00185236, 0.05238985, 0.10523282, 0.04208786, 0.03754049, -0.17050323, 0.02691986, -0.14947224, -0.15541968, 0.58613735, 0.31948274, -0.2632643, 0.07872231]"
Page One: Inside the New York Times,"[0.44872874, -0.2612128, 0.00439294, 0.11499543, 0.0514349, 0.12826672, 0.23717123, 0.13486251, 0.09595042, 0.3396125, -0.18674189, 0.06556635, -0.44474214, -0.07762019, -0.10963313, -0.20425883, -0.30698252, 0.2082726, -0.12320435, 0.05043461, -0.41772407, 0.00620413, 0.1911316, -0.28932208, 0.43719274, -0.1387232, 0.5475726, -0.09564067, 0.48782152, 0.3247207, -0.05427619, -0.25183654, 0.14899813, -0.17951815, 0.04833994, 0.01267634, 0.4424815, 0.09465995, -0.10754521, -0.12510744, -0.36009392, 0.2909482, -0.21384357, 0.29484925, 0.07007149, 0.22513859, -0.47208482, -0.05181411, -0.23347673, -0.12330503, -0.3717796, 0.05285584, 0.28860605, -0.21256821, -0.21245225, 0.14865074, -0.338469, 0.13515991, 0.02856064, -0.22001609, -0.3305565, -0.60368186, -0.13123456, -0.5204457, 0.26335388, -0.25945944, 0.24642509, 0.00454103, 0.19679186, 0.20166229, 0.06440237, 0.29205325, 0.34265074, -0.09993847, -0.20748383, -0.31282437, -0.39229602, -0.02853402, 0.08822309, -0.21640375, -0.15242825, 0.16573833, -0.0859903, -0.22597988, 0.12380493, 0.17167553, 0.15568021, 0.10339035, -0.6349107, 0.50784993, -0.20034644, -0.14547686, 0.44592005, 0.39674833, -0.41403294, 0.08554299]"
The Club,"[0.08347538, -0.21839584, -0.15955546, 0.1834792, 0.02047209, 0.08530151, 0.38711095, -0.12356907, 0.05916265, 0.19868782, -0.07568455, 0.00266786, -0.20250468, -0.01392568, -0.14329813, -0.19800623, -0.129854, 0.3290233, -0.01322137, 0.05759319, -0.3289168, 0.18763053, 0.11108169, -0.4397552, 0.20815247, -0.2304802, 0.1973179, -0.03900445, 0.15909468, 0.05408002, 0.13050401, -0.16638301, 0.3144407, -0.22714792, -0.02626863, -0.12920168, 0.17642048, 0.09528586, -0.12459949, 0.05307538, -0.37353864, 0.4233824, -0.32873118, 0.12384308, 0.1548926, 0.0509146, -0.28868765, 0.27189514, 0.07017034, -0.02900448, -0.48980507, 0.19296633, 0.0057524, -0.07134481, -0.06726497, 0.16292192, -0.25056556, 0.13063256, -0.1592366, -0.15415062, 0.13172996, -0.35536033, 0.1440967, -0.31486964, 0.30761582, -0.16375688, 0.15279806, -0.15607609, 0.07583615, 0.29966328, -0.07083017, 0.24947812, 0.062104, -0.02005303, -0.39233416, -0.20358592, -0.28505942, 0.0901214, -0.0081194, -0.2967653, -0.12317935, 0.08485001, -0.20653418, -0.09025921, 0.0578331, 0.13672656, 0.21275027, 0.22245108, -0.3897285, 0.30790353, -0.22194616, 0.04624752, 0.51563394, 0.3288814, -0.22413561, 0.00534853]"
Zid,"[0.05899549, -0.22908227, 0.1228549, 0.03749282, -0.26102936, 0.18286128, 0.34407714, 0.02487577, 0.05321658, 0.17046332, 0.02495747, -0.11387571, -0.24084213, 0.36667055, -0.18626855, -0.15633555, -0.3037087, -0.1375253, 0.09472657, 0.0831624, -0.08143143, 0.1283866, 0.01526828, -0.46935943, 0.3364499, -0.16867211, 0.28177142, 0.07883641, 0.01122654, 0.06710406, -0.22264028, 0.10369898, 0.45303923, -0.4919452, 0.0256648, 0.00049465, 0.12457641, -0.1530375, 0.03047186, 0.20520017, -0.0754796, 0.44453844, -0.07487356, 0.14205186, 0.10507538, -0.11858803, 0.06589507, 0.37073004, 0.30424574, -0.14151137, -0.38376, 0.02725563, 0.09268228, -0.2959192, 0.01273362, 0.141112, -0.25386566, 0.00612344, -0.07513709, -0.22504318, 0.0874155, -0.11124067, -0.16630903, -0.1265648, 0.24271831, 0.12186453, 0.16536076, -0.28299668, 0.3102112, 0.05008009, 0.03345563, 0.09454916, -0.02299749, 0.02856084, -0.16746368, -0.24499348, -0.2869976, -0.08588193, -0.02101217, -0.16670653, -0.31569797, 0.05968193, -0.27167407, -0.07748797, 0.15870588, 0.0965194, 0.2056036, 0.06485437, -0.43540853, 0.28719148, -0.22341254, 0.01427186, 0.3128173, 0.25537667, -0.21144082, 0.1971746]"
The Last Starfighter,"[-0.02803513, -0.36104652, -0.0145736, -0.01868367, -0.05142452, -0.28067264, 0.42991096, 0.08033214, 0.03314182, 0.43475834, -0.0483765, 0.20791306, -0.21431868, 0.08903195, -0.20279968, -0.16155432, -0.07475751, 0.14502986, -0.00790126, 0.17282347, -0.10136861, 0.1848297, -0.04784545, -0.47181824, 0.16783161, -0.18290049, 0.45099124, 0.22123672, 0.18733446, 0.08577318, -0.08854008, 0.08688635, 0.21395943, -0.27304107, -0.10684344, -0.05556807, 0.03653918, 0.04304858, 0.10999181, -0.07911901, -0.09064817, 0.37546113, -0.27255327, 0.25124127, -0.06126752, -0.0310433, -0.00362555, 0.13304536, 0.207198, -0.15043354, -0.51458555, 0.07868144, 0.08334613, -0.36684084, -0.16570495, -0.02177062, -0.29248562, 0.11690181, 0.0288118, -0.3017685, 0.11254891, -0.13114114, -0.0676372, -0.1810116, 0.15783495, -0.13174406, 0.15948714, -0.15950981, 0.04203587, 0.13307117, 0.29169607, 0.22794308, 0.04835463, -0.03688537, -0.09150601, -0.410243, -0.05737614, -0.15745185, -0.20032737, -0.29264966, -0.13310148, 0.27435127, -0.06022485, -0.00644641, -0.04050921, 0.03848494, 0.18681481, -0.08248591, -0.30392644, 0.442368, -0.10313162, -0.05714982, 0.5577447, 0.42204127, -0.24171685, 0.09557645]"
Company Business,"[0.2022791, -0.4636222, 0.08114693, 0.28707772, -0.15119258, 0.22800155, 0.07773904, 0.29343253, -0.07311438, 0.3449043, -0.25874156, -0.16320439, -0.05496452, 0.32834706, -0.10044636, -0.12539491, -0.13408501, 0.20450597, -0.0883188, 0.19863407, -0.38100845, 0.17873003, 0.09079391, -0.31825837, 0.5799154, -0.06361976, 0.5988253, 0.11527535, 0.4748297, 0.2177609, 0.04671734, -0.04118691, 0.45324805, -0.26208308, 0.02166689, 0.03026946, 0.04022181, 0.12876633, -0.09600778, -0.01793748, -0.22620697, 0.36772996, 0.07291898, 0.04732045, 0.14726253, 0.04683869, -0.14313161, 0.3310426, 0.05712208, -0.10957691, -0.5912303, 0.42069814, -0.14809696, -0.25138158, -0.14818347, 0.2612631, -0.19551224, 0.16022514, -0.19276446, -0.4012835, 0.0011011, -0.46422946, -0.03140451, -0.2828742, 0.26100197, -0.23033236, 0.27989376, -0.21927877, 0.40157962, -0.00478187, 0.22842126, 0.2271144, -0.01610673, -0.26357335, -0.21966991, -0.5541595, -0.40118405, -0.28608447, 0.03843016, -0.41007572, 0.0148369, 0.20593822, -0.17447849, -0.2863181, -0.20098266, 0.1079757, 0.3754777, -0.0701005, -0.49671945, 0.15262482, -0.4175479, -0.10239874, 0.31888756, 0.22266443, -0.16239648, 0.19368705]"
For Keeps,"[0.04477729, -0.23702872, -0.23084283, 0.07378893, 0.09925597, 0.3333898, 0.39965603, 0.3364424, 0.22949995, 0.07990599, -0.08837371, -0.22337577, -0.3431802, -0.10012577, -0.08051164, -0.13290918, 0.03787386, 0.09395396, -0.03331708, -0.05433111, -0.27639452, 0.28330058, -0.12938426, -0.232342, 0.14222397, -0.16916378, 0.27438945, 0.23351867, -0.002816, -0.05480034, -0.12604256, 0.01101602, 0.23328733, 0.05901689, 0.08332653, -0.21373169, 0.0047799, -0.1240721, -0.23917478, -0.03324125, -0.25972128, 0.06283857, -0.07631122, -0.0741278, 0.11169519, 0.15213585, 0.04495474, 0.29611957, 0.26080978, 0.05013781, -0.40503335, 0.17967203, -0.06851432, -0.25545013, -0.0999236, 0.02201667, -0.11064745, 0.00132136, -0.03999108, -0.03461045, 0.08204641, -0.3285925, 0.13948566, 0.05530229, 0.17074986, 0.17029884, 0.19013643, -0.1550693, -0.0304123, 0.10922798, -0.05585478, 0.03914677, -0.02232034, -0.01466587, -0.28145364, -0.13404208, -0.3429678, -0.12229228, -0.07651193, 0.05818781, -0.14028086, -0.15709306, -0.27909017, 0.31466287, -0.02788077, 0.29020664, -0.00929199, 0.30244714, -0.3328157, 0.39361712, -0.15252204, -0.06179203, 0.47764182, 0.29522747, -0.25067177, 0.06632091]"
Waste Land,"[0.18452963, -0.13273376, -0.06195907, 0.06315443, 0.09978085, 0.1939344, 0.32268322, 0.04446342, 0.27526212, 0.14576627, -0.01362868, -0.00329213, -0.34364682, -0.18279281, -0.15761322, -0.249127, -0.06453936, 0.13772897, -0.12863402, -0.01442936, -0.27925318, 0.19158053, -0.12680599, -0.24532956, 0.21153022, -0.05096827, 0.5769611, 0.12886915, 0.38104048, 0.26904252, 0.02103735, -0.20468754, 0.2191113, -0.18529557, -0.04945128, -0.02706445, 0.39427173, 0.18752055, -0.08585823, -0.1601451, -0.34925047, 0.26181826, -0.33508042, 0.0871811, 0.07541744, 0.04209147, -0.05640334, 0.12710832, 0.02397431, -0.10015736, -0.3781834, 0.05353339, 0.14133452, -0.13823701, -0.31781763, 0.17229503, -0.20860972, 0.11594749, 0.07142554, -0.10509276, -0.11528564, -0.42845857, -0.10247247, -0.16201295, -0.00492895, -0.02113897, 0.13513324, -0.07958346, 0.11326182, 0.05783092, 0.10935099, 0.22224595, 0.39926255, -0.16033472, -0.27553704, -0.4757661, -0.35324168, -0.09411573, -0.05144618, -0.3741882, -0.07764334, 0.10590652, -0.19267121, -0.21726985, -0.03639019, 0.23563486, 0.1109904, 0.19717236, -0.4689721, 0.42593148, -0.14177181, 0.108032, 0.5860064, 0.28177947, -0.24202524, 0.01710726]"
All About My Mother,"[-0.165011361, -0.242863834, -0.0205271058, 0.0380746424, -0.18189691, -0.161294386, 0.510263443, -0.00803028047, 0.320619762, 0.383657873, -0.162695661, -0.0607825965, -0.113392659, -0.0178309362, -0.237602055, -0.257980436, 0.0380265899, 0.353397667, 0.00914536975, 0.00026458918, -0.326120198, 0.174789488, -0.253762811, -0.47424075, 0.323797792, -0.23133041, 0.538146377, 0.218104661, -0.0239377841, 0.0816379562, -0.116139166, 0.00448382366, 0.470307946, 0.0951842815, 0.112966277, -0.11755684, 0.2443652, 0.1381329, -0.200781092, 0.0510223135, 0.0158009529, 0.292392433, 0.0346365348, 0.20218493, -0.12645945, -0.102658249, 0.178449824, 0.475553423, 0.177799717, -0.173208445, -0.577249348, 0.120809145, 0.000361117127, -0.0773985088, -0.237889752, -0.14507772, -0.229582369, 0.0552694499, 0.00353915454, -0.211558565, 0.126132771, -0.257935494, -0.0567258075, -0.131636083, -0.0842897445, -0.0769862533, 0.253143847, -0.261838377, 0.153405726, 0.421615094, 0.114971846, 0.172892153, 0.10554672, -0.179032609, -0.26475963, -0.221428752, -0.233073801, -0.19644554, -0.0703883395, -0.369098812, -0.0774517208, 0.247816131, -0.46400696, -0.14355427, 0.164297029, 0.175007775, 0.0822139382, 0.0553550832, -0.222356126, 0.345497638, -0.0199266747, 0.00829135627, 0.418315113, 0.240673408, -0.0772051737, 0.130114943]"
Steve Jobs: The Man in the Machine,"[0.16536912, -0.18480305, -0.20455952, 0.10509726, 0.06454109, 0.08089778, 0.31546983, 0.15770346, 0.20321451, 0.2172131, 0.03921106, -0.01648326, -0.31107974, -0.04497769, -0.15091564, -0.2830685, -0.12323168, 0.2972629, -0.0079604, 0.09994117, -0.22278896, 0.07409614, -0.06210576, -0.42161852, 0.44435975, -0.03811781, 0.59264654, 0.09665912, 0.23292391, 0.10410385, -0.09021305, -0.20494822, 0.33324856, -0.11672389, 0.00824414, 0.02198336, 0.16573596, 0.16426371, -0.19964208, -0.09166449, -0.31104532, 0.11295398, 0.04608242, 0.04693855, 0.01145954, 0.11832386, 0.00401803, 0.26151022, 0.12188652, -0.16118538, -0.29922315, 0.2268645, 0.05059654, -0.11568493, -0.14995453, 0.10417081, -0.11033946, 0.11817335, -0.0470926, -0.10535669, 0.02766902, -0.45282513, -0.15006702, 0.03059663, 0.10190301, -0.08459392, 0.18764977, -0.1825937, 0.09213801, 0.26300162, 0.10022163, 0.2252086, 0.20767468, -0.27557507, -0.2243179, -0.4650329, -0.36533374, -0.16827752, -0.11047724, -0.19503243, -0.10804693, 0.19165991, -0.32797566, -0.3155404, 0.09324063, 0.11239257, 0.07957534, 0.11127815, -0.42373088, 0.22833689, -0.14367662, -0.02209839, 0.31688967, 0.31589544, 0.00260063, 0.15342873]"
The Great Race,"[0.03912033, -0.40220708, 0.05106404, 0.16915862, 0.05846328, 0.6402542, 0.07819221, 0.28580528, 0.09231587, 0.03846424, -0.01230817, 0.00289426, -0.3412386, -0.30662382, -0.2279482, -0.07367872, 0.08196004, 0.19526151, -0.21386096, -0.140787, -0.18114944, 0.12189145, 0.0065821, -0.19881673, -0.03679049, -0.05596447, 0.6705099, 0.24547046, 0.42131048, 0.10217849, -0.12921584, -0.3857311, 0.37903848, 0.04530696, 0.19280857, -0.19744144, 0.26586437, 0.04247834, -0.05624681, -0.32266304, -0.54253817, 0.33973464, 0.09391199, 0.0122575, -0.02046135, 0.01508453, -0.09513039, -0.13063662, 0.06910793, 0.09392565, -0.36684534, 0.10927823, 0.02130313, -0.13461469, -0.18218069, -0.06636716, -0.12683745, 0.03361344, 0.02158376, -0.12735592, -0.16241732, -0.39792636, -0.19934887, -0.2938691, 0.14327078, -0.15858102, 0.25794375, -0.11865903, 0.04982504, 0.15245485, -0.01057832, 0.32888597, 0.3320875, -0.24428399, 0.03410029, -0.14069994, -0.47752666, -0.29664072, 0.06312089, -0.2692599, 0.09512778, -0.11422422, 0.10959943, -0.04502079, -0.11335474, 0.08701289, 0.18516353, 0.19067468, -0.49688542, 0.4308354, -0.0750785, 0.09863696, 0.65082455, 0.27108166, -0.1572565, 0.12421551]"
Licence to Kill,"[-0.12677857, -0.17171988, -0.4354977, 0.28191456, 0.01552735, 0.3746015, 0.39882383, 0.22845036, 0.13800156, 0.29955232, 0.2725327, 0.14192747, -0.420081, -0.5219937, 0.04424825, -0.09928863, -0.28022972, 0.23064288, -0.11806463, -0.0398903, -0.1541383, 0.43152124, 0.3014162, -0.19149801, 0.1406667, 0.02294776, 0.25067455, 0.24283314, 0.05278188, 0.01885567, -0.24309905, -0.28424004, -0.15374565, -0.12151127, -0.10628274, -0.09210209, 0.14874776, -0.03110033, -0.10334756, -0.00102668, -0.13665947, 0.14493228, -0.29995108, 0.46238655, -0.15886131, 0.06320909, -0.13807876, 0.3759346, 0.08268474, 0.09054885, -0.227525, -0.09934169, 0.19460495, -0.36697653, -0.21746582, -0.19913325, -0.02781182, -0.07582712, 0.12001894, 0.05281816, -0.25758448, -0.30240098, -0.15209812, -0.15520032, 0.09446839, 0.11309018, 0.1164413, 0.07250957, 0.06966438, -0.11206553, -0.0604437, 0.34271154, 0.27887556, -0.24578811, -0.09987579, -0.31092668, -0.457117, -0.02518611, -0.06748509, -0.27456936, -0.0187119, -0.02995572, -0.5983617, -0.24175796, -0.26517725, 0.44634435, 0.10900022, 0.48335692, -0.54054403, 0.58656186, -0.20656213, -0.07084453, 0.83500004, 0.25567108, -0.17058858, 0.24759315]"
