title,vector
Dances with Wolves,"[ 0.0510007  -0.45378235 -0.00312178  0.1287378   0.05810963  0.23383404
  0.24567705  0.19874075  0.09237974  0.1946083   0.0442307   0.00529749
 -0.3074538  -0.15418163 -0.16416399 -0.10645797 -0.1530776   0.00985564
  0.01770975 -0.0909218  -0.2132424   0.18322979 -0.14420013 -0.21106863
  0.21956895  0.0090656   0.44186956  0.2298377   0.26115564  0.25174817
 -0.04836273  0.0404371   0.370151   -0.08674047 -0.12579769 -0.1843122
  0.11201492  0.0675622  -0.16395918 -0.19103718 -0.22050333  0.37197867
 -0.1007828   0.11547644  0.036351    0.1371151   0.01160431  0.13127059
  0.20791069  0.12794615 -0.40010107  0.2952213   0.13258837 -0.1886145
 -0.08830065 -0.02947854 -0.05794808  0.16213398  0.01225646 -0.05434041
 -0.0072116  -0.44364226 -0.15343568 -0.07251273  0.16536836 -0.03964685
  0.2675723   0.09799033  0.04089099  0.11179262  0.0921744   0.09006007
 -0.06887565 -0.1692755  -0.23124027 -0.41976312 -0.36627865 -0.43186674
 -0.07809455 -0.32252085 -0.22610264  0.1025488  -0.21402407 -0.03720636
  0.04981254  0.15194984  0.09449594  0.1567802  -0.23831981  0.33915284
 -0.01422634 -0.0182741   0.5383346   0.15352999 -0.2999431   0.04878129]"
Gnomeo & Juliet,"[ 0.19246766 -0.09478486 -0.12783632  0.03259686  0.00859043  0.18770295
  0.3362147   0.01435906  0.2755358  -0.0175261  -0.03318346 -0.20711173
 -0.39431763 -0.08657726 -0.02375782 -0.1163836  -0.09725492  0.24778466
 -0.14012235  0.01615896 -0.2196411   0.06288068 -0.00434071 -0.30596668
  0.30477476 -0.20161712  0.34027463  0.12516923  0.2540966   0.18903965
 -0.1543542  -0.21704969  0.2174614  -0.30248338  0.12794474 -0.05353106
  0.17863348  0.06425763  0.02124747  0.03472644 -0.31526718 -0.00376608
 -0.29810292  0.03783191  0.21335575 -0.02121296 -0.13752751  0.17618084
  0.18447644 -0.1114357  -0.29706022  0.05023566 -0.06474979 -0.3448301
 -0.13397558  0.06703132 -0.23261303  0.00204418  0.01143912 -0.00862662
 -0.09975257 -0.26128718 -0.21252586 -0.15080757  0.21042265 -0.03976966
  0.19088475 -0.06987765  0.31454167  0.22422995 -0.01654521  0.21959384
  0.12140337 -0.13626593 -0.21453878 -0.24940422 -0.36214963 -0.2071494
  0.04074274 -0.15615307 -0.14019953  0.04059018 -0.261762   -0.04701884
  0.05126894  0.35796678 -0.01710666  0.21179686 -0.19688088  0.27933967
 -0.12385853  0.13900164  0.4907429   0.38924307 -0.11128544  0.18767138]"
Friday the 13th Part VI: Jason Lives,"[ 0.1880528  -0.2911091   0.08677261 -0.04999133  0.01882725  0.254169
  0.11808472  0.04942777  0.18874434  0.06583343  0.14405319 -0.00414415
 -0.352263   -0.15923432 -0.01745038 -0.25323275  0.00498938 -0.04949541
 -0.00204484 -0.10367431 -0.1733949   0.21304311 -0.0676481  -0.33610857
 -0.06473059  0.00916156  0.27881807  0.20256756  0.07286761  0.4353335
 -0.14312322 -0.09484164  0.31298107 -0.10092527  0.09666999 -0.13410659
  0.08931669 -0.13863635  0.00653627  0.01983158 -0.33044812  0.00581254
 -0.26007903 -0.01808836  0.17384976  0.17583886 -0.09373949  0.07200603
  0.30948386  0.03688932 -0.11714014  0.14597347 -0.16835393 -0.01330333
 -0.1245157   0.21560591 -0.01142083 -0.03140621  0.1813478  -0.09384024
 -0.04078807 -0.3896732  -0.11008348 -0.09539396  0.18280485  0.05089565
  0.21653228 -0.26375952  0.15951501  0.1277974   0.06826086  0.14430867
 -0.16152467 -0.13497527 -0.08174075 -0.11705223 -0.05435908 -0.23608144
  0.17450804 -0.14849877 -0.33953604 -0.08469878 -0.08704071  0.11377169
  0.08394504  0.20157488  0.07760248  0.1517022  -0.12718904  0.40136206
 -0.05926488 -0.03825837  0.30663168  0.35384175 -0.2608918   0.00816425]"
To the Wonder,"[ 2.34458819e-02 -1.12630576e-01 -1.28988579e-01  1.03010274e-01
  1.12163447e-01  3.40745032e-01  2.69577920e-01  2.31616363e-01
  1.15162872e-01  1.85419731e-02  3.30828354e-02 -4.65680398e-02
 -5.18978655e-01 -2.32811958e-01 -1.56550184e-01 -2.17912361e-01
 -1.64724439e-01  3.86384726e-01  2.31568173e-01 -1.00592799e-01
 -1.52760714e-01  2.10996777e-01 -9.90521759e-02 -1.65541887e-01
  3.28571230e-01  1.46817401e-01  5.46507120e-01  3.90764058e-01
  1.83403432e-01  7.59629235e-02 -3.53216529e-02 -9.87017453e-02
  5.31972766e-01  3.63325812e-02 -3.46738473e-03 -2.84420937e-01
  1.63330853e-01  2.22231075e-01 -8.27229917e-02 -6.42188489e-02
 -2.38755420e-01  7.42782978e-03 -7.06116259e-02 -1.13169216e-01
 -1.06369242e-01 -4.05539423e-02  1.14683155e-03  5.21275520e-01
  2.82110035e-01 -2.59785622e-01 -3.04329604e-01  1.45967171e-01
 -3.97642069e-02 -2.43578196e-01 -4.10757691e-01 -9.48568955e-02
 -2.16837853e-01 -1.35332346e-01  2.63183951e-01 -2.02423587e-01
  8.85040220e-03 -5.14277339e-01  7.21760169e-02  5.36122210e-02
  2.38628358e-01 -1.16285384e-02  2.85612494e-01 -3.03790331e-01
  4.47169325e-04  1.86361775e-01  2.69517660e-01  1.83546677e-01
  3.16812277e-01 -1.48797840e-01 -2.19014242e-01 -2.26727098e-01
 -6.01958871e-01 -5.27366363e-02 -1.10373214e-01 -3.65416348e-01
 -4.01830263e-02  1.73375886e-02 -3.37739319e-01 -2.09287077e-01
 -3.36943194e-02  1.19244576e-01  8.88941139e-02  1.43954693e-03
 -3.31347972e-01  3.44465375e-01 -3.74544933e-02 -9.80129689e-02
  5.30848801e-01  1.92835748e-01  8.18435326e-02  1.86228514e-01]"
Balto,"[-0.29404017 -0.3431823   0.03267471  0.21232612  0.31298593  0.45007265
  0.34882095  0.18344358 -0.05059506 -0.12713419 -0.1922976  -0.3626932
 -0.10038748  0.0773299  -0.02697002  0.02941728 -0.09645694 -0.11996026
 -0.0130296  -0.07999974 -0.25484568  0.38080412  0.04161033 -0.2574571
  0.06930111  0.00504115  0.5022639   0.07405941  0.26288438  0.29285574
  0.24015786 -0.14293586  0.37407306 -0.28938636 -0.03311374 -0.17010099
  0.51936924  0.0130255   0.20287709  0.11699398 -0.3285358   0.5732082
 -0.19252618  0.02171369  0.06544653 -0.15229388 -0.43476903 -0.10664923
  0.42743316 -0.129896   -0.09601744  0.18753363 -0.10120159 -0.27935967
 -0.31141004  0.11133009 -0.26347855  0.40820837 -0.24841595 -0.10712257
 -0.0219168  -0.3086885  -0.01767997 -0.23707919  0.17504905 -0.14818554
  0.15354046 -0.18345602 -0.08379191  0.17642336 -0.00828375  0.06950756
  0.02769803 -0.0848677  -0.22060439 -0.23396091 -0.09179604 -0.24650122
  0.19909711 -0.6510547   0.02172421  0.07955021 -0.08663304 -0.02107337
  0.03430576  0.06917585  0.32887757  0.24415489 -0.36715522  0.48638514
 -0.15883784 -0.10073869  0.40748572  0.2881666  -0.35796326  0.2941198 ]"
Star!,"[ 0.13098767 -0.20836146  0.14829749 -0.18077427  0.03740142 -0.13619654
  0.54483813  0.02990776  0.08727141  0.37362805  0.37332773 -0.1775708
 -0.09407399  0.08734741 -0.10967287 -0.2666084  -0.01219176  0.1367734
  0.38847372  0.40592468 -0.35756567 -0.05365545 -0.23544593 -0.3714672
  0.18702953  0.21492504  0.5526795   0.27808687  0.22288604  0.4846293
 -0.09926868  0.1542648   0.560618    0.03155771  0.16961819 -0.13320498
  0.14007731  0.08474445 -0.0523387   0.00464226 -0.11797061  0.14849703
 -0.38349167 -0.05486586  0.03269276 -0.04763697  0.11020152  0.24519955
  0.21096504 -0.34531105 -0.24408722 -0.25614405  0.16346906 -0.15144178
 -0.09836507 -0.5538098  -0.07947929 -0.27995074  0.11386904 -0.27548364
 -0.2797273  -0.19601066 -0.404531   -0.17125206  0.30463538  0.02939015
  0.34798825 -0.11220855  0.0105013   0.38997707  0.40020788  0.00471935
  0.20632412  0.06981448 -0.20960788 -0.23466747 -0.3361776  -0.15828529
 -0.12044728 -0.56015396 -0.16147389 -0.00175485 -0.5075979  -0.14137758
  0.47066128 -0.06028281  0.08224494  0.1489173  -0.80413574  0.35035977
 -0.2539793  -0.21745197  0.6900392   0.4164865  -0.32321185 -0.05333877]"
The Lake House,"[-0.03530727 -0.19498459 -0.09236922  0.01842421 -0.16923401  0.01954077
  0.38232505 -0.09620269 -0.00394589  0.11686558 -0.16510066 -0.06977034
 -0.09763905 -0.12191497 -0.11302326 -0.11361593 -0.08094428  0.1871928
  0.07381583 -0.04622073 -0.09251269  0.3523614   0.00629122 -0.28201228
  0.17485404 -0.03442493  0.20421712  0.16357347  0.10755148  0.3300084
  0.06292275  0.26503775  0.32614    -0.36444098  0.12615725 -0.21983323
  0.13517277  0.02481943  0.1661708  -0.04522626 -0.31258288  0.6115284
 -0.15901187  0.17571089  0.15541974 -0.11029235 -0.28924856  0.22365217
  0.26910305  0.09794766 -0.4681813   0.3779914  -0.2222871  -0.27083078
 -0.11219473  0.27483457 -0.20781703  0.24298067 -0.30150348 -0.14567766
  0.25340912 -0.22425056 -0.11736415 -0.11427765  0.13464753 -0.13359448
  0.26748338 -0.1051892   0.22486563 -0.01397593  0.06023928  0.12657857
 -0.1852711   0.08929594 -0.21549365 -0.39036083 -0.10984601 -0.26862282
 -0.05549883 -0.3710978  -0.24027908  0.0262155  -0.29375222 -0.11418118
 -0.05751425  0.15336284  0.2655236   0.03409018 -0.19006355  0.34586996
  0.09956816 -0.07296082  0.49431753  0.3455024  -0.46584216 -0.00716726]"
Time Bandits,"[ 0.02439165 -0.16158561 -0.18937592 -0.00965912  0.06758244  0.03280906
  0.25193343 -0.1456029   0.2971044   0.19507083  0.0586744   0.07941343
 -0.33521578 -0.13988888 -0.13695829 -0.24188842 -0.05782017  0.2237508
 -0.00132486 -0.06937159 -0.33292627  0.41597208 -0.0682565  -0.23640728
  0.03829993 -0.05850828  0.4202694   0.02703589  0.13125078  0.29162326
 -0.08845538 -0.07285502  0.29627982 -0.01834768  0.02386661 -0.27286437
  0.18118875  0.14322495 -0.0229153  -0.13305926 -0.3804804   0.17725699
 -0.35420004  0.01473994  0.11013207  0.09873314  0.14287372  0.15799096
  0.2535736  -0.09937422 -0.46703002 -0.197482    0.10993159 -0.21031143
 -0.22244674 -0.12317183 -0.02353762 -0.07118002  0.21730454 -0.22119568
  0.04305191 -0.373663   -0.10972588 -0.16693531 -0.07137255 -0.00683418
  0.21586567 -0.08184899  0.12099732  0.3364907   0.24873161  0.17114963
  0.14255951 -0.00336983 -0.1676236  -0.2686305  -0.15256026 -0.144402
 -0.0682108  -0.11954888 -0.10540731 -0.00785979 -0.27955595 -0.1049966
  0.00326347  0.0777913   0.2343121   0.07350636 -0.3356195   0.39382938
 -0.07555275 -0.1236679   0.6940136   0.3394559  -0.23065098  0.04871265]"
The Big Short,"[ 1.46341741e-01 -1.57206133e-01 -2.44015202e-01  1.93140268e-01
  1.06566451e-01 -8.74141529e-02  1.43461972e-01 -9.65477303e-02
  2.27489889e-01 -1.01929925e-01  1.53205067e-01  3.68724376e-01
 -7.18554556e-02  9.21821892e-02 -5.40220261e-01 -2.04052582e-01
 -4.38635260e-01  4.44070309e-01  2.70907909e-01 -2.43181273e-01
 -2.86298841e-01 -4.26001325e-02  1.33333743e-01 -4.21838313e-01
  3.00768256e-01  1.28501177e-01  5.27066052e-01 -1.58264026e-01
  2.01388255e-01  4.08819884e-01 -6.48891032e-02 -4.67578769e-01
  1.61380038e-01 -2.45421752e-01 -3.43148410e-01  5.34380041e-03
  2.43269265e-01  2.01431096e-01  1.56546514e-02 -2.67346879e-03
  4.65067948e-04  4.45091993e-01 -3.55812043e-01  2.31090896e-02
  1.25971377e-01  1.48614757e-02 -3.62090208e-02  3.45239431e-01
  2.33535394e-01 -1.37352601e-01 -8.90742838e-02  9.65741128e-02
  5.54568917e-02  2.04042926e-01 -2.71375239e-01  4.70479459e-01
  2.66199797e-01  1.88923612e-01 -2.05348268e-01  1.09036965e-02
  2.42581367e-01 -7.55939722e-01  6.04968295e-02 -1.34488821e-01
  2.25379214e-01 -3.13545495e-01  3.96085270e-02 -4.22821157e-02
  1.97172895e-01 -6.65881857e-02 -2.66281396e-01  3.28061104e-01
 -7.52731487e-02 -2.27424055e-01 -2.06361681e-01 -3.57929230e-01
 -4.91706669e-01 -1.86388791e-01 -2.77224898e-01 -5.09644091e-01
 -3.00899953e-01  2.07096830e-01 -1.30413875e-01 -3.72739792e-01
  1.86895132e-02  3.75324994e-01 -9.38925520e-02  3.79617423e-01
 -3.27637702e-01  3.20270360e-01 -2.07692921e-01  1.21413358e-01
  4.41834420e-01  3.93229395e-01  9.15809125e-02  1.63375512e-01]"
The Mortal Instruments: City of Bones,"[ 0.09381478 -0.12108319 -0.17010428  0.18556124  0.22471148  0.2536959
  0.39263573  0.19747709  0.15950122  0.01756798 -0.04166665  0.00185754
 -0.27565843 -0.16848178 -0.18890105 -0.24685407 -0.03176235  0.20314087
 -0.08809862 -0.07923611 -0.20388342  0.05266995  0.04407227 -0.09157906
  0.15667313 -0.22239621  0.39279145  0.08504139  0.21811435  0.07898097
 -0.07587674 -0.11179271  0.32735163 -0.1202838  -0.03851232 -0.2505337
  0.17590286  0.10690338 -0.09065342 -0.09031603 -0.17691553  0.15526609
 -0.19821689  0.03370505  0.00318777  0.20606208 -0.03833093  0.24439038
  0.13766316  0.00051085 -0.36844602  0.0403653   0.0782335  -0.11331679
 -0.26486915  0.16882867 -0.16056076 -0.1732031   0.1831842  -0.06973235
  0.12138003 -0.4942861   0.01736589 -0.10052433  0.25976023 -0.12641098
  0.12824321  0.0158741   0.07818025  0.14955343 -0.07250659  0.2799633
  0.19656657 -0.13841715 -0.29725626 -0.27385634 -0.4268365  -0.244521
  0.06613319 -0.23609352 -0.16684814 -0.10182721 -0.2811704  -0.05522424
 -0.03567825  0.16119476 -0.03013464  0.3150617  -0.2512641   0.33694875
 -0.12421094  0.01513053  0.4991178   0.21471632 -0.24650533  0.2297281 ]"
Enthiran,"[-0.00519619 -0.16245964 -0.06667954  0.07045407  0.12935102  0.2876474
  0.31236488  0.17281114  0.18245214  0.07961513  0.2454058  -0.0775889
 -0.3018859  -0.06150502 -0.157591   -0.1423536  -0.06126189  0.11433019
  0.03537678  0.02038783 -0.19401662  0.08194215 -0.05825726 -0.31618598
  0.10981964 -0.05226641  0.33743143  0.1869313   0.17456561  0.17929783
  0.08361868 -0.1302708   0.3850801  -0.02880311  0.02290014 -0.0891654
  0.15350789  0.05309824 -0.11295072 -0.07281003 -0.26470956  0.28254685
 -0.13753441  0.01294607 -0.05424275  0.09752339 -0.12270941  0.18399377
  0.2188156  -0.07610559 -0.37822345  0.20623922  0.05163445 -0.06963576
 -0.23788652  0.0881664  -0.13935705  0.02140493  0.02548585 -0.12836668
 -0.03931294 -0.512806    0.04952396  0.04155821  0.25099242  0.05753102
  0.06676178 -0.15350956  0.03213514  0.15822993  0.14290304  0.15983282
  0.17426069 -0.07623646 -0.21127486 -0.26953658 -0.28158224 -0.32219228
 -0.06425198 -0.27831036 -0.19372876 -0.03395813 -0.29688764 -0.16769318
  0.08625368  0.17683463  0.13090228  0.29366666 -0.22693698  0.3086885
 -0.11194839  0.02012126  0.47640255  0.17525277 -0.31176355  0.05085114]"
Johnson Family Vacation,"[-0.12638046 -0.31246832 -0.09889645  0.15385307  0.02976819  0.18562903
  0.26786357  0.2637613   0.1499419   0.19181277 -0.09520414 -0.04681545
 -0.09710468 -0.14298877 -0.25659922 -0.08270714  0.0961915   0.2505999
 -0.12085756 -0.10763752 -0.06815859  0.21208078 -0.13926305 -0.22446872
  0.21263188 -0.00695927  0.37139818  0.34267187  0.20638423  0.16562052
 -0.10424577 -0.22795859  0.4433383  -0.0243259   0.10601585 -0.22579807
  0.1958341  -0.06873426 -0.02434607 -0.01893021 -0.27144256  0.30567774
  0.06098324  0.03694751 -0.09454086  0.01326496 -0.09077439  0.3371946
 -0.01071035  0.01887634 -0.35643682  0.21335883 -0.0641011  -0.14696528
 -0.0906679  -0.06262243 -0.07147997  0.21015225 -0.08003992  0.04139016
  0.2722616  -0.2943416   0.006274   -0.16397722  0.02998919 -0.05833418
  0.23860987 -0.17649083  0.06530663  0.15141037 -0.15278955  0.21571434
  0.09902142 -0.04381804 -0.16100366 -0.3311207  -0.21338205 -0.1678018
 -0.11996108 -0.20893839 -0.11679211 -0.11301197 -0.2332     -0.29143143
 -0.17029564  0.15436727  0.07202563  0.18454607 -0.31330773  0.39969903
 -0.10993811  0.05948571  0.6322453   0.21396098 -0.19595449  0.1871807 ]"
Kahaani,"[-0.1016598  -0.15237448  0.03115535 -0.01633382 -0.01832689  0.01467959
  0.3775691   0.00459703  0.06844213  0.16291791 -0.08817053 -0.04141658
 -0.29565609 -0.05110589 -0.11616819 -0.16703723 -0.10247175  0.18726721
  0.17168114 -0.03065756 -0.14629878  0.08461642 -0.01607164 -0.27053735
  0.11336201  0.03412484  0.32613382  0.08552667  0.12210519  0.11446381
 -0.06051758  0.1158217   0.35830438 -0.07267185  0.02744713 -0.16818063
  0.09118609 -0.03909863 -0.05588972  0.18313949 -0.18131976  0.18466294
 -0.1767333   0.107973    0.02629255 -0.05887087  0.02462246  0.29312846
  0.05194404 -0.21866858 -0.5243706   0.00294579 -0.0048457  -0.27523413
 -0.15638477  0.067299   -0.18042995 -0.02961349  0.16798131 -0.18430851
  0.274015   -0.21789053 -0.06508576 -0.0802052   0.21449645 -0.08893523
  0.27057648 -0.20525783  0.12807089  0.15397109  0.06642112  0.08540019
  0.03025679  0.00576799 -0.27123815 -0.06335837 -0.20632742 -0.10202127
  0.03613632 -0.24850497 -0.28798428  0.09850563 -0.3277093  -0.07203184
  0.14947802  0.13851912  0.0295066   0.14178865 -0.19759929  0.2508492
 -0.03034761 -0.00927335  0.613551    0.339488   -0.27267674  0.14063708]"
A Company Man,"[-0.15432024 -0.4971837   0.3506245   0.05358928  0.2534163   0.4821405
  0.186611    0.5681616   0.15520911  0.02365347  0.09997235 -0.13506143
 -0.10053634 -0.01176059 -0.22558115  0.00596595 -0.03868249  0.05848869
 -0.01640765  0.06838322 -0.064745    0.10833485 -0.11748622 -0.26746964
  0.005866    0.04493115  0.6067865   0.23757398  0.25720808  0.24104142
  0.02239706 -0.06467299  0.3284459   0.08777556 -0.08774678 -0.22368374
  0.46750134  0.08977681 -0.12676853 -0.22965266 -0.15144664  0.05507544
  0.19511709 -0.10108609 -0.16117382 -0.24046373 -0.01429505  0.09168348
  0.21584988 -0.17306504 -0.22372742  0.0720517   0.15188165 -0.06907766
 -0.21007688 -0.22166441 -0.11272419 -0.08770224 -0.09970146  0.18045337
  0.17258705 -0.22212985 -0.13058947 -0.14631659  0.09384434  0.05049083
  0.37040168 -0.05471145  0.02575723  0.15787527  0.06822075  0.12246452
  0.451332   -0.23771048 -0.02164347 -0.06764355 -0.25672704 -0.40713418
 -0.14834861 -0.39769623 -0.11291977 -0.15247822 -0.28072467 -0.40183738
  0.187459   -0.04043597  0.28419456  0.21982202 -0.5320032   0.5802124
 -0.09597737  0.00981526  0.60800284  0.05277991 -0.2717748   0.29427665]"
Rita's Last Fairy Tale,"[ 0.14257845 -0.10755782 -0.01757699  0.09392998  0.07004252  0.12756908
  0.4342648   0.00677582  0.2111544   0.14671965  0.05823319 -0.32216263
 -0.33636    -0.09461953 -0.06600286 -0.01199336 -0.00817372  0.16207051
 -0.11158834 -0.03351229 -0.13469444  0.11675101  0.05630733 -0.35741732
  0.163075   -0.172287    0.32615456  0.20849611  0.09697932  0.10639834
 -0.05449371  0.03467944  0.27511358 -0.20162904  0.03593645  0.04732903
  0.10550424  0.10448653 -0.09508605  0.22659393 -0.00911723  0.08311126
 -0.24100879  0.08952254  0.18513371  0.14513718  0.03967136  0.2147596
  0.27011198 -0.12204722 -0.145128   -0.08396037 -0.12440862 -0.334652
 -0.20684408  0.06342322 -0.1997173  -0.06289084 -0.05999318 -0.03027326
 -0.0063499  -0.29530403 -0.11268294  0.11972034  0.24783649  0.11111719
  0.14993376 -0.19042836  0.221758    0.1592312   0.11643707  0.03845612
 -0.08088741 -0.08728397 -0.21304268 -0.2756865  -0.19093654 -0.31431648
  0.0123108  -0.23240559 -0.33071807 -0.06491695 -0.33181906 -0.07459301
  0.11303763  0.20224102  0.02763998  0.1329357  -0.29053196  0.25198954
 -0.08117293 -0.01318782  0.41774246  0.3934169  -0.2214158   0.01847799]"
The Station Agent,"[ 1.7614420e-01 -2.7991402e-01 -1.1556208e-01  2.8731865e-01
  5.3708099e-02  6.6957951e-02  3.0175027e-01  8.7300487e-02
  2.6435104e-01  1.0596958e-01 -2.8637570e-01 -1.6096644e-01
 -3.3805794e-01 -1.9011344e-01 -2.0126376e-01 -1.5902087e-01
  2.4404758e-04  1.1672750e-01  9.4115185e-03 -7.1108863e-02
 -6.8825707e-02  3.5104391e-01  4.4791377e-03 -1.8920572e-01
  4.1181865e-01 -5.4840453e-02  5.8320057e-01  1.8640590e-01
  2.7519378e-01  1.9008709e-01 -7.5943433e-02 -1.5965383e-01
  2.8656387e-01 -6.2119212e-02 -8.7403312e-02 -1.3964774e-01
  3.0022669e-01 -8.6738402e-03  3.1021267e-02  2.3321502e-02
 -3.5164827e-01  3.4765720e-01 -2.3464030e-01  1.7148730e-01
  2.4344772e-01 -3.7674364e-02 -3.2549646e-01  2.8392348e-01
  6.4107999e-02 -9.3995631e-02 -4.7157353e-01  3.6537105e-01
 -1.4660752e-01 -3.5067022e-01 -7.3483512e-02  3.2223049e-01
 -3.7338364e-01  3.0052117e-01 -1.5727957e-01 -3.0545223e-01
 -1.3775319e-01 -3.7476447e-01 -1.9332197e-01 -3.5811269e-01
  7.6803498e-02 -1.8659151e-01  2.1610650e-01 -1.1496815e-01
  1.3200545e-01  1.3113864e-01  8.8915983e-03  3.3963719e-01
  1.8051825e-01  2.8336171e-02 -3.5345948e-01 -5.9779364e-01
 -3.6382768e-01 -8.4213205e-02  1.8242154e-01 -3.9253873e-01
 -1.6577336e-01  1.1084237e-01 -1.1522721e-01  2.9653810e-02
 -2.8770393e-01  1.8598703e-01  8.5201301e-02  7.5437211e-02
 -2.9506797e-01  1.4940694e-01  4.2308450e-02  6.4367890e-02
  4.7340518e-01  3.1651989e-01 -1.7351247e-01 -7.3117912e-02]"
The Portrait of a Lady,"[ 0.09572193 -0.16266315  0.03678636 -0.00354305  0.0035973   0.13099124
  0.27208933  0.0756836   0.21155064 -0.01774169  0.26611564 -0.1808406
 -0.28537583 -0.08474896 -0.22466065 -0.2173328  -0.1296601   0.11248069
 -0.06454474 -0.04498017 -0.19374259  0.30137742 -0.01556865 -0.20991084
 -0.00415029  0.03657316  0.33960894  0.11954496  0.14107439  0.1652743
 -0.10778866  0.00823122  0.32983032 -0.14372231  0.08425449 -0.13410184
  0.22110169  0.07230004 -0.11179792  0.19142029 -0.18980038  0.21975209
  0.05272286  0.11197012 -0.03280067  0.1144502   0.0050455   0.25350305
  0.21012668 -0.13601542 -0.3176137   0.22066234 -0.06956153 -0.09089591
 -0.37548226  0.1266995  -0.15226772  0.03728309  0.01243115 -0.08257265
  0.13912503 -0.44087008  0.02010652 -0.2983603   0.07320236 -0.06585874
  0.19726403 -0.06432916  0.03793715  0.03571064  0.17890327  0.1355361
 -0.05042112 -0.0746582  -0.18035698 -0.24024026 -0.33017638 -0.24787007
 -0.05884592 -0.29291221 -0.20244198 -0.01495333 -0.28971905 -0.14713162
  0.07948264  0.1299791   0.14614546  0.16599484 -0.29672027  0.33304086
  0.08390808 -0.02640926  0.5738252   0.3371261  -0.38239703  0.05901492]"
The Life of David Gale,"[ 0.16956133 -0.32374963  0.1179075   0.12330758 -0.1462234   0.01323594
  0.46440074  0.04932683  0.23813802  0.3852293   0.06574914 -0.29605788
 -0.23537011  0.22422695 -0.00194594  0.03185717 -0.4152608  -0.01884791
  0.09871167  0.19259922 -0.127351    0.11492006  0.12082806 -0.33601865
  0.3146387  -0.126533    0.36457536  0.35984394  0.16583554  0.04377814
 -0.14004676  0.3641745   0.27784914 -0.40112084  0.00645846 -0.33565122
  0.12155964 -0.08843898 -0.12606105  0.2794012   0.13634719  0.25596705
 -0.17371131  0.23782837  0.51772374  0.00944332 -0.16355717  0.18189068
  0.16681455 -0.30985975 -0.25997016  0.01204247 -0.23123275 -0.7202284
 -0.19390708  0.1429541   0.09740871  0.0228388  -0.14625324 -0.17454813
  0.13471682 -0.35921147 -0.08712932  0.10410104  0.36771476 -0.14833125
  0.31454214 -0.3299255   0.33400586  0.1000079   0.16461055 -0.06431536
  0.08987497 -0.3136666  -0.27827305 -0.5499114  -0.6022157  -0.3082316
  0.12841034 -0.34008238  0.01867327  0.2363122  -0.38786972 -0.07105576
  0.2697899   0.31377184  0.15732436  0.08539622 -0.7096146   0.43278304
 -0.29502916  0.1769425   0.18076316  0.50146294 -0.22172964 -0.11419207]"
Django,"[ 2.68890679e-01 -1.92709044e-01 -4.27931343e-04  5.47492430e-02
  7.86700696e-02 -2.12154221e-02  1.76539212e-01  1.82668611e-01
  6.32057041e-02  2.33747244e-01 -1.76973090e-01  7.31604025e-02
 -3.44368190e-01  1.29452735e-01 -5.81156760e-02 -1.59380138e-01
 -2.06027389e-01  2.85489470e-01 -3.17358598e-02  1.10933043e-01
 -2.92092502e-01  7.12154508e-02  2.10311934e-01 -2.86267400e-01
  1.36474222e-01 -1.81245059e-01  5.78176260e-01  4.85256128e-02
  2.17332736e-01  1.98521122e-01  4.27545495e-02 -6.28852993e-02
  4.19161052e-01 -1.76298261e-01 -6.87753484e-02 -9.14721712e-02
  1.30405083e-01  1.61176369e-01 -7.26473108e-02  5.22400700e-02
 -1.61995947e-01  1.98821276e-01 -1.05184972e-01 -8.31661075e-02
  1.76758081e-01  1.93734631e-01 -2.17126384e-01  1.89948246e-01
  1.98329300e-01 -6.10356294e-02 -4.78706449e-01  7.96961486e-02
  3.38799395e-02 -2.44002834e-01 -1.53094709e-01  1.71379328e-01
 -1.54819876e-01 -6.67435452e-02  2.63717532e-01 -2.40850955e-01
  2.73041595e-02 -5.41630089e-01 -3.05861905e-02 -1.85252026e-01
  9.18843150e-02 -7.64514729e-02  1.38108760e-01 -2.83752888e-01
  1.54131368e-01  2.36502096e-01  1.85863838e-01  1.40346214e-01
  2.06014179e-02 -1.17033273e-01 -2.38364190e-01 -2.99540788e-01
 -1.88016936e-01 -3.23138088e-01 -4.29500192e-02 -1.89346030e-01
 -1.12868436e-01  1.44713327e-01 -1.85631827e-01 -2.06945449e-01
  9.86332893e-02 -6.08069561e-02  2.93961763e-01  2.17145041e-01
 -3.95724177e-01  2.57963896e-01 -8.76329467e-02 -9.48538110e-02
  4.58401531e-01  2.00124338e-01 -6.88817650e-02  7.69938678e-02]"
