title,vector
The Truman Show,"[-0.06774173 -0.23028041 -0.14711188  0.08349179  0.04291277  0.32845396
  0.23490566  0.20981833 -0.04423102  0.13460028 -0.06967071 -0.14087334
 -0.17822194  0.09613645 -0.25251767  0.1024529   0.04620532  0.13936877
  0.00066889  0.06493468 -0.1485387   0.15518075  0.3135433  -0.17163774
  0.23335011 -0.1989442   0.27035978 -0.04263595  0.28095052 -0.03820619
 -0.00447748 -0.03752403  0.43945447 -0.26578256  0.05402453 -0.21197034
  0.26055333 -0.06355098 -0.22833993  0.0891808  -0.15962479  0.37868035
  0.08524559  0.16823736  0.02015431  0.04763496 -0.16577452  0.36669916
  0.07942558 -0.17220007 -0.50893456  0.15496276  0.15790258 -0.025746
 -0.00294861 -0.18826653 -0.3648553   0.0685683  -0.01835208 -0.25866652
  0.10662601 -0.36271912  0.16173017 -0.11932069  0.05736464 -0.01649658
  0.03048797 -0.17389244  0.08224393  0.08349206 -0.06787557  0.2447498
  0.20319843 -0.05613637 -0.35377038 -0.20201339 -0.337202   -0.12584935
 -0.04413691 -0.16814786  0.08175682 -0.06114541 -0.2597778  -0.35908535
 -0.09640667  0.21609016  0.2792736   0.24750763 -0.40690887  0.40929356
 -0.24456707 -0.02868474  0.43556783  0.12036226 -0.17617935  0.19733888]"
Madame Bovary,"[ 0.16080047 -0.19047976 -0.13178994  0.1834006   0.14690828  0.23308912
  0.29022843 -0.06754603  0.17896883 -0.18308662 -0.08564579 -0.06473874
 -0.45709887 -0.11088718 -0.05185109 -0.1965936  -0.01996539  0.19500807
 -0.15660124 -0.14005134 -0.36123297  0.27243993  0.04693783 -0.08696329
  0.2074621  -0.2373524   0.3252367  -0.04055564  0.2431167   0.17429067
 -0.08699431 -0.29394802  0.27507943 -0.04410288  0.07170486  0.01179697
  0.34138736  0.04205368  0.00741952  0.09453457 -0.5042934   0.21168864
 -0.17139746 -0.00463649  0.40760094  0.06134296 -0.18650174  0.06455006
  0.03070341 -0.05971365 -0.3745301   0.3124343  -0.07190283 -0.2828779
 -0.36455467  0.36282483 -0.1996452  -0.07784288  0.08004819  0.02822087
 -0.02125359 -0.53817576 -0.13121477 -0.29622242 -0.041292    0.09587856
  0.19790258 -0.05835474 -0.05696242  0.19520159  0.11536191  0.3058934
 -0.00267673 -0.17378625 -0.39019504 -0.26549584 -0.42194778 -0.1709862
  0.00436098 -0.2932044  -0.22446498  0.05186831 -0.10161     0.16697216
 -0.14348687  0.26403204  0.13950206  0.3708656  -0.2910734   0.32266966
  0.03761507  0.10101967  0.6170195   0.26681557 -0.12672172  0.16405237]"
The Amazing Truth About Queen Raquela,"[ 0.21360831 -0.14562826 -0.17830865 -0.0209918   0.26362148  0.237252
  0.1121498   0.20458178  0.25769755  0.25936148  0.0459684   0.00622547
 -0.4645071  -0.07790131 -0.38969478 -0.36503017 -0.29908586  0.29088414
  0.04543441 -0.05779133 -0.465685   -0.13145743 -0.15664534 -0.16195512
  0.31747243 -0.01253891  0.85670996  0.14299594  0.29178074  0.5498873
 -0.32516724 -0.20258145  0.39369535  0.02540094 -0.32279223 -0.0496302
  0.42324105  0.6137743  -0.12843038 -0.42134872 -0.46216956 -0.06739503
 -0.4758664  -0.03774007  0.04086728  0.3873278   0.02618694  0.02228826
 -0.02708351 -0.2001795  -0.37339005 -0.21499987  0.2244029   0.16831686
 -0.50190294  0.10873463 -0.02356723  0.19711937  0.35810995 -0.3274505
 -0.09235109 -0.9273822  -0.02085662 -0.01289349 -0.00259682 -0.060319
  0.33090818 -0.0377076   0.0879665   0.24876617  0.24351668  0.26850262
  0.511215   -0.19658202 -0.2621379  -0.39716652 -0.56885207 -0.07366696
 -0.19159138 -0.39928278  0.13420981  0.26735827 -0.03534061 -0.28703973
 -0.02130916  0.0847165   0.09770378  0.29331425 -0.43114766  0.35215065
 -0.29610264 -0.07569731  0.66234213  0.15695298 -0.33460435  0.20543109]"
The Recruit,"[-0.0438769  -0.24459404  0.08824038  0.11319199 -0.27132052  0.2276433
  0.16799293  0.21670686  0.02405087  0.13542421 -0.07054544 -0.11150226
 -0.13262075 -0.10840577 -0.2817205  -0.11320315 -0.0720384   0.12462835
 -0.14556973 -0.12119093 -0.11682994  0.24125801 -0.07747408 -0.3838269
  0.44856626 -0.06703433  0.30507794  0.20134471  0.21321617  0.18760963
  0.04629837  0.08263378  0.4418456  -0.36210856  0.0886941  -0.21627876
  0.07335085 -0.00484922 -0.01679485  0.17129512 -0.23875363  0.19275986
  0.10489341  0.29513684 -0.03741205 -0.01838412  0.01849414  0.36771098
  0.17757954 -0.10084447 -0.39334148  0.25416595 -0.04848304 -0.08498773
  0.09898765 -0.03375266 -0.16225849  0.405384   -0.16161022 -0.08738703
  0.1684685  -0.3418488  -0.04706108 -0.16192201  0.04717942  0.10524737
 -0.0757626  -0.09198311  0.07875586  0.02417524  0.04404546  0.22882554
  0.25926036 -0.06094709 -0.18385647 -0.23555464 -0.4233029  -0.1808853
 -0.21762703 -0.23216788 -0.1532248   0.08106241 -0.470123   -0.32103297
 -0.1381412   0.16095665 -0.01994131 -0.06636446 -0.22210498  0.33660737
 -0.04213492 -0.04109435  0.5229727   0.22103272 -0.23572747  0.19387132]"
Myra Breckinridge,"[-2.86991328e-01 -3.53193969e-01 -6.05173782e-02  3.67542952e-02
 -5.22033423e-02  2.76390582e-01  3.01176339e-01  2.14774594e-01
  2.17390761e-01  1.95484206e-01  1.53217807e-01 -8.07757080e-02
 -2.59953082e-01 -1.60971701e-01 -1.39749452e-01 -1.77598655e-01
 -3.93720251e-03  1.39125055e-02  1.33133322e-01 -1.12178929e-01
 -3.20424527e-01  9.63931009e-02 -1.32354274e-01 -2.56854773e-01
  8.40042625e-03  1.27567485e-01  3.71817172e-01  3.72685313e-01
  1.49894645e-02  3.65656525e-01 -1.21284775e-01  1.06351227e-01
  3.71096253e-01  3.58836236e-03  1.01168789e-01 -1.60672069e-01
  2.06840023e-01 -1.86695941e-02 -2.39709333e-01 -8.38441253e-02
 -1.86936527e-01  2.16371939e-01 -1.55411616e-01  7.34988367e-04
 -1.54589757e-01 -3.66377495e-02  1.03935868e-01  1.73844144e-01
  4.16050404e-01 -1.03130519e-01 -2.32627943e-01  3.64552200e-01
  9.96540021e-03 -3.01595002e-01 -2.15567261e-01 -1.21012866e-01
 -3.68260816e-02 -2.10771412e-02  2.19426140e-01 -1.65418118e-01
 -2.37047076e-02 -3.14010292e-01 -7.63207600e-02 -1.85402948e-02
  1.82665795e-01  2.17772685e-02  1.72089279e-01 -4.86993603e-02
  9.21205804e-02  1.92227796e-01  2.10532308e-01  4.58398275e-02
  2.93787718e-01  6.05973974e-03 -7.83574432e-02 -3.72391343e-01
 -3.45814168e-01 -3.68846536e-01 -1.04478039e-01 -4.07305717e-01
 -1.53784871e-01  1.18211031e-01 -4.25771028e-01 -7.76080936e-02
  3.57186422e-02  1.13366432e-01  1.58068016e-01  1.68203965e-01
 -2.75627434e-01  5.42728961e-01 -8.75952318e-02  4.56702022e-04
  6.53366208e-01  2.01872274e-01 -3.06122094e-01  3.78264263e-02]"
Lolo,"[ 0.03114944 -0.29081833 -0.00845747  0.08296886  0.0817273   0.4274871
  0.07489183  0.14849246  0.13496262 -0.00250428 -0.08689394  0.01824454
 -0.3122292  -0.01917147 -0.18474254 -0.0665254  -0.0618622   0.10077773
 -0.05027738  0.05041812 -0.1599642   0.26381442 -0.02906268 -0.1747266
 -0.06352844 -0.17730016  0.66659284  0.10154825  0.29237396  0.11529191
  0.0545883  -0.10318293  0.30682838 -0.14845006 -0.04525625 -0.18648869
  0.25971124  0.14210792 -0.10880163 -0.08492942 -0.34755108  0.22003658
  0.00248092  0.04979113  0.03426878 -0.01628994 -0.02957388  0.02379022
  0.15316787 -0.06337743 -0.42839664  0.06444351  0.07402027  0.01341625
 -0.3131552  -0.03554422 -0.0820255   0.01172799  0.0801987  -0.04932474
 -0.07763071 -0.36777675 -0.08830497 -0.15723094  0.02502215  0.05817246
  0.10586557 -0.19133644  0.03289944  0.18792675  0.02542666  0.22240423
  0.14224824 -0.12648824 -0.23093688 -0.09375862 -0.29294652 -0.34582713
 -0.00242685 -0.22333139 -0.00826883 -0.09263883 -0.08226226 -0.12307085
 -0.01997872  0.17793526  0.2958599   0.15347968 -0.33667323  0.42404044
 -0.09215888  0.20254529  0.4156602   0.259276   -0.26071888  0.03073733]"
Black Sheep,"[ 0.5073053  -0.24895048 -0.18899581  0.14205581  0.13372222 -0.05978061
  0.28517127 -0.03277498  0.06240308  0.02728037 -0.17700239 -0.14145806
 -0.5747457   0.08489615 -0.10249311  0.07634279 -0.06510869  0.07065494
 -0.12052748  0.07158376 -0.22270185  0.36767995 -0.1827916  -0.27816865
  0.1852761  -0.10662191  0.5538851   0.13456076  0.36231467  0.19602865
  0.11478913 -0.33595556  0.0715053  -0.13742363 -0.25890732 -0.12041625
  0.36558902  0.1680135  -0.01379626 -0.19567227 -0.2697291   0.15005803
 -0.28495836  0.1767506   0.12895201  0.04085604 -0.02066436  0.14348327
  0.19258322  0.01211814 -0.6058659   0.36631873  0.06388685 -0.47405943
 -0.6251853   0.3867304   0.12306062  0.10505863 -0.04348286 -0.21115881
 -0.3935997  -0.49853787 -0.11259565  0.1523416   0.11354952 -0.267263
  0.14265478  0.18582165  0.18257143 -0.06728523  0.39462015  0.1053711
  0.06720066 -0.08520877 -0.25985974 -0.49947065 -0.13027373 -0.48043954
  0.05045358 -0.53416115 -0.21743391  0.2638675  -0.13773271 -0.13013238
 -0.07357296  0.23800784  0.10045958  0.32959723 -0.4547951   0.13585487
 -0.05594995  0.18500894  0.73661774  0.61384237 -0.31072626  0.15194343]"
Diamonds Are Forever,"[-0.02151104 -0.25759667  0.13760583  0.07679992 -0.32245314 -0.09916039
  0.4623863   0.06018637  0.12983526  0.15654218  0.09742092  0.13494241
 -0.15818499 -0.05303953 -0.24688205 -0.26505333 -0.36371532  0.07938607
  0.14793235 -0.06702651 -0.16307081  0.10696807 -0.17946883 -0.38616592
  0.07195389  0.03396461  0.46987024  0.33771002  0.02036315  0.23316756
 -0.12807281  0.04654457  0.17757973 -0.06643559  0.08144667  0.03856469
  0.08379469  0.11965019  0.09220596 -0.01495466 -0.01031126  0.16647322
 -0.14266641  0.04896418 -0.06606606 -0.23356149  0.3014833   0.36709395
  0.34131187 -0.14500341 -0.07330743 -0.01273189 -0.04431111 -0.27222142
 -0.20484264  0.08449388 -0.20441893 -0.01231467  0.05348538 -0.04023485
  0.12060966 -0.18326104 -0.06858848  0.02494282  0.17077771 -0.03893136
  0.21715553 -0.15666066  0.39407796  0.07160638  0.2226845   0.02475863
 -0.00214968 -0.12424974 -0.07003441 -0.35239592 -0.30843478 -0.3132298
 -0.39017212 -0.21468094 -0.41099635  0.26762468 -0.18516545 -0.20650122
  0.09340467  0.04702715  0.06909976 -0.09410681 -0.42162657  0.4964362
 -0.06040747  0.02290083  0.6060665   0.35729182 -0.04982245  0.2386074 ]"
Raising Cain,"[-0.16992089 -0.20589069 -0.09261256  0.09852149 -0.06480493  0.20141219
  0.437535    0.27301446  0.07443056 -0.01013573  0.2004113   0.00976136
 -0.24708103 -0.19775742 -0.19580302 -0.28934184 -0.06740692  0.1819214
 -0.02887395 -0.0817441  -0.09040909  0.1854239  -0.16046795 -0.18539956
  0.13591424  0.1363445   0.1333574   0.3076039   0.0812153   0.18816227
 -0.02834522  0.12698837  0.25668374 -0.03980654 -0.00157029 -0.10412475
 -0.03666138  0.01946239 -0.13268457  0.16351047 -0.11195175  0.1587847
 -0.12052653  0.02832265  0.03882596 -0.09399803  0.2005373   0.37331727
  0.25009593 -0.07815254 -0.35750243  0.30694625 -0.05699496 -0.37789324
 -0.18084538 -0.15965086  0.1368954   0.06495335  0.27153644 -0.03227565
  0.28630087 -0.33429882 -0.05514135 -0.13631307  0.09707554 -0.07846165
  0.37929997 -0.24363652  0.08199602  0.09777465  0.07950021  0.15182841
 -0.00472079 -0.10402539 -0.20385726 -0.12923825 -0.33715972 -0.29140577
 -0.15965512 -0.37053427 -0.14750999 -0.01925096 -0.37740242 -0.04499897
  0.04711927  0.17001337 -0.06607491  0.01702619 -0.07036984  0.2402857
  0.07584471 -0.11675776  0.514153    0.31197283 -0.2156425   0.04537641]"
After Earth,"[-1.03088416e-01 -2.47741789e-01 -4.51536812e-02  6.29934072e-02
  4.79916896e-04  2.56474495e-01  2.91817546e-01  2.20508575e-01
  7.56584927e-02  2.49504540e-02 -2.89757904e-02 -1.02536097e-01
 -2.77136505e-01 -1.56556312e-02 -2.10858330e-01 -2.80896798e-02
  4.89770919e-02  1.72390580e-01 -4.56309728e-02 -6.62841350e-02
 -1.26857877e-01  2.46720374e-01  8.34921375e-02 -2.11511835e-01
  1.40629649e-01 -7.31767938e-02  2.95139432e-01  2.21278638e-01
  2.07242772e-01  1.05119221e-01 -4.20252979e-02 -4.01019044e-02
  4.21861023e-01 -1.70808539e-01  1.94341615e-02 -6.88091591e-02
  8.05166885e-02  1.64325908e-02 -4.38037477e-02  3.11706923e-02
 -4.23385322e-01  2.93646753e-01  2.20488384e-02  6.24072254e-02
  8.96906108e-03 -3.02958935e-02 -1.49853095e-01  2.97477275e-01
  2.09113091e-01 -5.89179769e-02 -3.37300926e-01  1.75354958e-01
 -1.02364950e-01 -3.68675381e-01 -2.09464893e-01 -2.42073536e-02
 -1.54602632e-01  7.69962966e-02  9.36536789e-02 -1.20810159e-01
  1.29695907e-01 -3.37554157e-01  4.02332097e-02 -3.31417888e-01
  1.01155959e-01 -2.04552233e-01  2.22197697e-01 -4.84890044e-02
  9.24028978e-02  1.53787822e-01  8.45544860e-02  1.95066199e-01
  1.34372339e-01 -2.90356446e-02 -1.86924413e-01 -2.76568294e-01
 -4.01185036e-01 -2.93273062e-01  6.23687310e-03 -3.08520406e-01
 -1.13817088e-01  8.19298849e-02 -2.54534662e-01 -1.67545035e-01
 -8.90640840e-02  4.12875973e-02  2.18178064e-01  1.25363275e-01
 -2.74012506e-01  3.48166645e-01 -5.01778238e-02 -3.95316165e-03
  5.41140020e-01  3.29424620e-01 -1.55861959e-01  1.32433325e-01]"
Kids,"[ 0.03238465 -0.11350643 -0.0156786   0.09166961 -0.09359698  0.15388478
  0.4004165   0.01955606  0.11955389  0.05946565 -0.10345947 -0.13243729
 -0.20848367 -0.0514904  -0.10368357 -0.21484464 -0.15274426  0.10115049
 -0.00134681 -0.08072941  0.064025    0.14800149 -0.02862698 -0.2838351
  0.0777535   0.09929741  0.5246445   0.14906573  0.13718432  0.09180181
 -0.08154415 -0.00853     0.36751598 -0.08907238 -0.04635026 -0.15059641
  0.11535716 -0.09224739  0.11723954 -0.09090353 -0.22683385  0.27840975
 -0.1564668   0.06715659  0.23576672 -0.14760014  0.04152919  0.1470008
  0.24344301 -0.11730952 -0.302791    0.24303748 -0.08847462 -0.12468577
 -0.27227375  0.05036021 -0.15307912  0.1484038   0.06386498  0.00384987
  0.19676137 -0.28172353 -0.19224033 -0.03256723  0.26595622 -0.05226856
  0.21421719 -0.28242004  0.1652471   0.26217347  0.07142995  0.07300539
 -0.00865694  0.00592929 -0.3098348  -0.24332708 -0.23635831 -0.3205056
 -0.02923099 -0.23610544 -0.11955308 -0.01067054 -0.20817003 -0.137551
  0.06412426  0.24044429  0.00418835  0.04967875 -0.08397318  0.25537834
 -0.03737656 -0.04986134  0.4539328   0.25670105 -0.21611267  0.08307061]"
Rear Window,"[-0.12668535 -0.1339739  -0.08218452  0.05410712 -0.11404966 -0.01845647
  0.30692157  0.08090944  0.18800382  0.22041196  0.15540715  0.03052028
 -0.19599836 -0.09242603 -0.19009577  0.02325095 -0.07983372  0.2397668
 -0.07747621  0.01859586 -0.13030972  0.23993896  0.08279212 -0.27707765
  0.2704644  -0.0841205   0.36784244  0.16233087  0.15108956  0.10151473
  0.07058416 -0.14679402  0.17903607 -0.2632106   0.02975853 -0.03639595
  0.24281588  0.00763004 -0.13583416  0.07450258 -0.14088221  0.31902066
 -0.04354199  0.32941762 -0.09489848 -0.20908223 -0.00400782  0.30079347
  0.29319707 -0.17252988 -0.39985496  0.12530923 -0.01263379 -0.22070125
 -0.28058517 -0.04079322 -0.13325708  0.1897135  -0.11145259 -0.22177552
  0.08612961 -0.20395409 -0.02748136 -0.05454038  0.17844029 -0.22051021
  0.23103006 -0.02572615  0.15720041  0.08891855  0.08876541  0.26356176
  0.21628807 -0.12943779 -0.18987375 -0.26109004 -0.42789924 -0.24821709
 -0.17409265 -0.3315862  -0.07679375  0.16568261 -0.36853844 -0.2838979
  0.00860528 -0.01232146  0.4196166   0.06845278 -0.41988465  0.29150736
 -0.21702844 -0.04150786  0.6078072   0.38062206 -0.30881706  0.04733083]"
Mad City,"[ 0.27559173 -0.3649909   0.19764325  0.08101775 -0.17310011  0.07242156
  0.26600376  0.12059005  0.2205346   0.1062545  -0.05588093 -0.0214758
 -0.0909991  -0.22682294 -0.14633785  0.01269269 -0.07801688  0.07144023
  0.09421328  0.05224573 -0.3190433   0.20327671 -0.05809269 -0.57211244
  0.1605375  -0.32660353  0.25138322 -0.0178658   0.09128238  0.098595
 -0.08039317  0.01564359  0.34230217 -0.09336263 -0.10000364 -0.21654928
  0.07402578  0.02589579  0.00905503 -0.02623745 -0.06403929  0.22941314
  0.15653795  0.06854735  0.11554427 -0.03503064  0.09997196  0.02968784
  0.23315331 -0.05740759 -0.5394737   0.11438762 -0.16001236 -0.2780621
 -0.40764493  0.39097682 -0.02872293  0.16577612 -0.08186979 -0.13471338
  0.10745529 -0.36693832 -0.20530505 -0.19178323  0.3237337   0.0232595
  0.1796939  -0.2850253   0.4149708  -0.08966738  0.2381374   0.2229785
 -0.07609104 -0.02282243 -0.1073968  -0.20710012 -0.2078973  -0.43926176
 -0.15124355 -0.21209787 -0.14894018  0.15828939 -0.2520004   0.07957873
  0.07072447  0.15693773  0.10945849 -0.09801555 -0.2967195   0.37562922
  0.11514932  0.12975803  0.47071812  0.40397948 -0.03562422  0.09723102]"
Elektra Luxx,"[ 0.24334916 -0.13421176  0.05520954 -0.04526766  0.3171908   0.039157
  0.20375535  0.05567593  0.2086127   0.09047277  0.18371737 -0.29326454
 -0.24181587 -0.10176095 -0.26945463 -0.22706458 -0.25417843  0.2836104
  0.12845424  0.07460642 -0.38043103  0.03429822  0.04676837 -0.28103557
  0.45238575 -0.21235684  0.28452086 -0.14540665  0.3084723   0.3553803
  0.12994766 -0.03224623  0.6176654  -0.24791935 -0.04782525 -0.09028421
  0.4200564   0.2557997  -0.03998708  0.10376985 -0.2572238   0.25035346
 -0.20112619 -0.00277277  0.15999863  0.2897563  -0.38851166  0.1577532
 -0.02191467 -0.21172689 -0.41778713  0.04052641  0.07115121 -0.04665038
 -0.11259118  0.2264417  -0.3708607   0.10368061 -0.18631814 -0.30009338
 -0.06493992 -0.60914546 -0.00838475 -0.26578957 -0.01125722 -0.19165927
  0.1952206  -0.17179343  0.0641667   0.19290392  0.23349755  0.37552002
 -0.04027702 -0.2618554  -0.31074783 -0.22963767 -0.23274209 -0.23458762
  0.33497176 -0.58363277  0.01501933  0.14887975 -0.34370288 -0.1017391
  0.06568383 -0.03894832  0.17502503  0.07151747 -0.38000906  0.2701816
 -0.06517107  0.04212857  0.34234226  0.3904183  -0.13048486  0.03980711]"
Rififi,"[ 3.77897434e-02 -4.39215451e-01 -3.41197327e-02  1.06589384e-01
  1.38041064e-01  3.66859436e-01  5.13809435e-02  2.13924468e-01
 -2.41059605e-02 -4.93463269e-03 -8.73556808e-02 -2.79056262e-02
 -2.51402467e-01 -1.11458637e-01 -1.71094760e-01 -3.63116190e-02
  2.50899512e-02  1.99253142e-01 -8.81051645e-02  3.81722441e-03
 -1.86564088e-01  1.48132503e-01  4.87118140e-02 -1.75698563e-01
  1.30175740e-01 -1.08456373e-01  3.98928970e-01  1.93418741e-01
  3.12071174e-01  1.20780796e-01 -2.64274841e-03 -1.55074731e-01
  3.15475672e-01 -3.31452005e-02  2.84422990e-02 -4.59123969e-01
  2.41688237e-01  8.72196853e-02 -1.61479011e-01 -5.93014210e-02
 -2.68083394e-01  3.17178696e-01  1.03762880e-01 -6.55920133e-02
  1.13671378e-03 -3.95518355e-02  3.75957752e-05  8.21914375e-02
  2.00513557e-01  4.16975729e-02 -5.00654519e-01  1.61675125e-01
  1.69882193e-01 -8.59893709e-02 -2.17515320e-01  8.35890602e-03
 -1.11724272e-01 -9.46238190e-02  2.09169611e-01 -1.82609245e-01
  1.29142419e-01 -3.87572587e-01  2.08274908e-02 -1.48060262e-01
  4.46270779e-02 -1.05198182e-01  1.21448487e-01 -1.14450470e-01
  9.56702307e-02  9.63851344e-03  1.27592564e-01  2.48485923e-01
  2.65484869e-01 -6.58670366e-02 -5.75705655e-02 -1.35359317e-01
 -4.07104909e-01 -3.34917963e-01  6.73744231e-02 -2.76383132e-01
  1.70260370e-02 -1.88170686e-01 -1.44625753e-01 -1.00698613e-01
 -1.17328227e-01  3.53013389e-02  1.90610602e-01  2.75170654e-01
 -3.81823152e-01  3.06558281e-01 -8.48255232e-02  7.11341724e-02
  7.27244556e-01  1.50143996e-01  2.05409508e-02  2.77595252e-01]"
The Red Turtle,"[ 0.49103403 -0.14239743 -0.09934171  0.1639796   0.19506977  0.22218326
  0.16290464  0.19739254  0.19684274 -0.02678371 -0.00388211 -0.17771016
 -0.30131987 -0.07452275 -0.03950009  0.03138264 -0.02910567  0.28911895
 -0.17009827 -0.15403096 -0.20924845 -0.09742571  0.04104786 -0.2715206
  0.05207881 -0.34530684  0.4678853  -0.00102751  0.35070598  0.0968296
  0.17891203  0.00348433  0.2271182  -0.17028059  0.0986597  -0.1374782
  0.46296823  0.18904728 -0.0007963  -0.0594077  -0.4505627   0.25420725
 -0.17049958  0.01558719  0.10062858  0.08171428 -0.3251434   0.04153493
  0.1021533   0.01368163 -0.37457037  0.01503365  0.05494628 -0.08879259
 -0.2834937   0.21647699 -0.24209672 -0.00969217  0.04870673 -0.18115304
 -0.08962166 -0.569354   -0.01274516 -0.15133561  0.2985834  -0.05752381
  0.2190155   0.01252781  0.12047446 -0.07685884 -0.0980781   0.35226184
  0.07531288 -0.15123998 -0.2954759  -0.27623925 -0.42947674 -0.4420284
 -0.00237149 -0.23043615 -0.02907065  0.04932553 -0.17502476 -0.07933586
 -0.11325809  0.13207807 -0.05388016  0.3102244  -0.40601158  0.29797965
 -0.09865066  0.06322337  0.43758345  0.47477597 -0.09473221  0.01552426]"
The Chronicles of Narnia: Prince Caspian,"[ 0.06157117 -0.3489593  -0.08880105  0.20505579  0.0420289   0.3644916
  0.22517447  0.11703961 -0.01871135  0.29505372 -0.06875461  0.05456281
 -0.34815156 -0.10851727 -0.14753126 -0.34534496  0.00463284  0.29565284
 -0.07004485 -0.07481996 -0.37135625  0.09130871 -0.0790706  -0.19386856
  0.14302483 -0.03863841  0.5187867   0.06549395  0.3077699   0.21801078
 -0.06069867 -0.26656538  0.39839363 -0.03754115 -0.00287524 -0.28760198
  0.23605898  0.20828822 -0.11376724  0.08386537 -0.23502944  0.11267871
 -0.29367518  0.1137795   0.02659344  0.15305157 -0.12757118  0.19216737
  0.09518598  0.12575555 -0.5215919   0.14537394  0.05960733  0.02649071
 -0.2978196   0.14011109 -0.05031934  0.17242475  0.10969982 -0.15531975
 -0.0830277  -0.6191426   0.02388901 -0.24741554 -0.02213695 -0.16074106
  0.24112856 -0.12597892  0.08088746  0.10961479  0.12255459  0.22589962
  0.20057891 -0.10831855 -0.3631386  -0.32977545 -0.4583846  -0.02906483
 -0.15084918 -0.26711378  0.0622632   0.0838748  -0.26190662 -0.23199636
 -0.2382961   0.11726277  0.1123531   0.27644628 -0.30783534  0.4433001
 -0.14133388 -0.14339542  0.6044735   0.126624   -0.18150528  0.26282126]"
